species	gene	accession	length_aa	description
Apis_dorsata	LOC102676621	XP_006607976.2	777	XP_006607976.2 proline-, glutamic acid- and leucine-rich protein 1-like [Apis dorsata]
Apis_dorsata	LOC102676622	XP_006608059.1	745	XP_006608059.1 neurochondrin homolog [Apis dorsata]
Apis_dorsata	LOC102676623	XP_006608418.1	526	XP_006608418.1 F-box only protein 42-like [Apis dorsata]
Apis_dorsata	LOC102676624	XP_006608692.1	204	XP_006608692.1 stimulator of interferon genes protein [Apis dorsata]
Apis_dorsata	LOC102676626	XP_006609307.1	674	XP_006609307.1 armadillo-like helical domain-containing protein 3 isoform X1 [Apis dorsata]
Apis_dorsata	LOC102676627	XP_006609393.1	249	XP_006609393.1 uncharacterized protein LOC102676627 [Apis dorsata]
Apis_dorsata	LOC102676628	XP_006609550.2	450	XP_006609550.2 LOW QUALITY PROTEIN: WASH complex subunit 1 [Apis dorsata]
Apis_dorsata	LOC102676629	XP_031371074.1	209	XP_031371074.1 diacylglycerol O-acyltransferase 1-like [Apis dorsata]
Apis_dorsata	LOC102676630	XP_006609786.1	480	XP_006609786.1 proton-coupled amino acid transporter-like protein CG1139 [Apis dorsata]
Apis_dorsata	LOC102676631	XP_006609877.1	674	XP_006609877.1 centrosomal protein of 131 kDa [Apis dorsata]
Apis_dorsata	LOC102676632	XP_006610225.1	1344	XP_006610225.1 calpain-D-like [Apis dorsata]
Apis_dorsata	LOC102676633	XP_031363991.1	978	XP_031363991.1 regulator of telomere elongation helicase 1 homolog [Apis dorsata]
Apis_dorsata	LOC102676637	XP_006612077.1	149	XP_006612077.1 calmodulin [Apis dorsata]
Apis_dorsata	LOC102676640	XP_006612970.1	852	XP_006612970.1 U3 small nucleolar RNA-associated protein 14 homolog A-like [Apis dorsata]
Apis_dorsata	LOC102676641	XP_006613049.2	2403	XP_006613049.2 uncharacterized protein LOC102676641 [Apis dorsata]
Apis_dorsata	LOC102676642	XP_031365128.1	306	XP_031365128.1 UPF0602 protein C4orf47 homolog [Apis dorsata]
Apis_dorsata	LOC102676646	XP_006614658.1	308	XP_006614658.1 uncharacterized protein LOC102676646 [Apis dorsata]
Apis_dorsata	LOC102676648	XP_006616572.1	618	XP_006616572.1 neutral and basic amino acid transport protein rBAT-like isoform X1 [Apis dorsata]
Apis_dorsata	LOC102676649	XP_006616664.1	215	XP_006616664.1 uncharacterized protein LOC102676649 [Apis dorsata]
Apis_dorsata	LOC102676650	XP_006616763.1	190	XP_006616763.1 uncharacterized protein LOC102676650 isoform X1 [Apis dorsata]
Apis_dorsata	LOC102676651	XP_006617263.1	1065	XP_006617263.1 elongation factor-like GTPase 1 [Apis dorsata]
Apis_dorsata	LOC102676652	XP_031367440.1	191	XP_031367440.1 AP-3 complex subunit sigma-2 isoform X1 [Apis dorsata]
Apis_dorsata	LOC102676653	XP_031368146.1	732	XP_031368146.1 interferon-related developmental regulator 1-like [Apis dorsata]
Apis_dorsata	LOC102676654	XP_006620426.1	182	XP_006620426.1 uncharacterized protein LOC102676654 [Apis dorsata]
Apis_dorsata	LOC102676655	XP_031368710.1	51	XP_031368710.1 60S ribosomal protein L39 [Apis dorsata]
Apis_dorsata	LOC102676656	XP_006621295.1	183	XP_006621295.1 akirin-2 [Apis dorsata]
Apis_dorsata	LOC102676657	XP_006622052.2	1096	XP_006622052.2 transient receptor potential protein isoform X1 [Apis dorsata]
Apis_dorsata	LOC102676658	XP_006622880.1	442	XP_006622880.1 rab GDP dissociation inhibitor beta isoform X1 [Apis dorsata]
Apis_dorsata	LOC102676659	XP_031369742.1	318	XP_031369742.1 small glutamine-rich tetratricopeptide repeat-containing protein alpha-like isoform X1 [Apis dorsata]
Apis_dorsata	LOC102676660	XP_006623069.1	628	XP_006623069.1 carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein-like isoform X1 [Apis dorsata]
Apis_dorsata	LOC102676661	XP_031369904.1	269	XP_031369904.1 glutamine amidotransferase-like class 1 domain-containing protein 3A, mitochondrial [Apis dorsata]
Apis_dorsata	LOC102676662	XP_031369964.1	1592	XP_031369964.1 LOW QUALITY PROTEIN: neither inactivation nor afterpotential protein C [Apis dorsata]
Apis_dorsata	LOC102676663	XP_006623692.1	640	XP_006623692.1 LOW QUALITY PROTEIN: GTP-binding protein 1 [Apis dorsata]
Apis_dorsata	LOC102676664	XP_006624064.1	461	XP_006624064.1 phosphatidate cytidylyltransferase, photoreceptor-specific [Apis dorsata]
Apis_dorsata	LOC102676665	XP_031370668.1	302	XP_031370668.1 cilia- and flagella-associated protein 58-like isoform X1 [Apis dorsata]
Apis_dorsata	LOC102676666	XP_006625138.1	200	XP_006625138.1 protein lethal(2)essential for life-like [Apis dorsata]
Apis_dorsata	LOC102676667	XP_006607353.1	391	XP_006607353.1 ethanolaminephosphotransferase 1-like [Apis dorsata]
Apis_dorsata	LOC102676668	XP_031367056.1	1340	XP_031367056.1 interaptin isoform X1 [Apis dorsata]
Apis_dorsata	LOC102676670	XP_006609462.1	223	XP_006609462.1 ER membrane protein complex subunit 7 [Apis dorsata]
Apis_dorsata	LOC102676671	XP_031371032.1	253	XP_031371032.1 transmembrane protein 45B-like [Apis dorsata]
Apis_dorsata	LOC102676672	XP_006610141.1	389	XP_006610141.1 uncharacterized protein LOC102676672 isoform X1 [Apis dorsata]
Apis_dorsata	LOC102676673	XP_006611101.1	233	XP_006611101.1 uncharacterized protein LOC102676673 isoform X1 [Apis dorsata]
Apis_dorsata	LOC102676674	XP_006611810.1	65	XP_006611810.1 40S ribosomal protein S28-like [Apis dorsata]
Apis_dorsata	LOC102676675	XP_006612597.1	512	XP_006612597.1 hyccin isoform X1 [Apis dorsata]
Apis_dorsata	LOC102676676	XP_006612879.1	612	XP_006612879.1 kelch-like protein 5 isoform X1 [Apis dorsata]
Apis_dorsata	LOC102676678	XP_006613990.1	486	XP_006613990.1 facilitated trehalose transporter Tret1-2 homolog [Apis dorsata]
Apis_dorsata	LOC102676679	XP_006615245.1	123	XP_006615245.1 uncharacterized protein LOC102676679 [Apis dorsata]
Apis_dorsata	LOC102676680	XP_006615420.1	339	XP_006615420.1 ribosome biogenesis regulatory protein homolog [Apis dorsata]
Apis_dorsata	LOC102676681	XP_006615506.1	2097	XP_006615506.1 protein KIAA0100 isoform X1 [Apis dorsata]
Apis_dorsata	LOC102676685	XP_031366502.1	439	XP_031366502.1 probable E3 ubiquitin-protein ligase RNF144A isoform X1 [Apis dorsata]
Apis_dorsata	LOC102676686	XP_006616152.1	411	XP_006616152.1 cyclin-dependent kinase 10 isoform X1 [Apis dorsata]
Apis_dorsata	LOC102676687	XP_006616409.1	761	XP_006616409.1 protein zyg-11 homolog B-like [Apis dorsata]
Apis_dorsata	LOC102676690	XP_031367133.1	872	XP_031367133.1 uncharacterized protein LOC102676690 [Apis dorsata]
Apis_dorsata	LOC102676691	XP_006618230.1	358	XP_006618230.1 uncharacterized protein LOC102676691 [Apis dorsata]
Apis_dorsata	LOC102676692	XP_006618411.1	176	XP_006618411.1 DAZ-associated protein 2-like isoform X1 [Apis dorsata]
Apis_dorsata	LOC102676694	XP_031367828.1	615	XP_031367828.1 equilibrative nucleoside transporter 4 [Apis dorsata]
Apis_dorsata	LOC102676695	XP_006619539.1	366	XP_006619539.1 transmembrane protein 183B isoform X1 [Apis dorsata]
Apis_dorsata	LOC102676696	XP_006619720.1	282	XP_006619720.1 proteasome subunit beta type-5-like [Apis dorsata]
Apis_dorsata	LOC102676697	XP_006620788.1	194	XP_006620788.1 uncharacterized protein LOC102676697 isoform X1 [Apis dorsata]
Apis_dorsata	LOC102676698	XP_006620878.1	312	XP_006620878.1 cytochrome c1, heme protein, mitochondrial isoform X1 [Apis dorsata]
Apis_dorsata	LOC102676699	XP_006621213.1	355	XP_006621213.1 methylthioribose-1-phosphate isomerase isoform X1 [Apis dorsata]
Apis_dorsata	LOC102676700	XP_006622322.1	153	XP_006622322.1 probable RNA-binding protein EIF1AD [Apis dorsata]
Apis_dorsata	LOC102676701	XP_006622514.1	58	XP_006622514.1 cytochrome b-c1 complex subunit 9 [Apis dorsata]
Apis_dorsata	LOC102676702	XP_006623159.1	170	XP_006623159.1 caltractin [Apis dorsata]
Apis_dorsata	LOC102676703	XP_006624601.1	158	XP_006624601.1 exocyst complex component 4 [Apis dorsata]
Apis_dorsata	LOC102676704	XP_006624786.1	359	XP_006624786.1 ADP-ribosylation factor-like protein 13B isoform X1 [Apis dorsata]
Apis_dorsata	LOC102676705	XP_006607444.1	456	XP_006607444.1 cysteine and histidine-rich protein 1 homolog [Apis dorsata]
Apis_dorsata	LOC102676706	XP_006607544.1	900	XP_006607544.1 cytosolic 10-formyltetrahydrofolate dehydrogenase [Apis dorsata]
Apis_dorsata	LOC102676707	XP_006607635.1	435	XP_006607635.1 dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit [Apis dorsata]
Apis_dorsata	LOC102676708	XP_006607722.1	87	XP_006607722.1 ubiquitin-fold modifier 1 [Apis dorsata]
Apis_dorsata	LOC102676709	XP_006607805.1	269	XP_006607805.1 N-acetyltransferase family 8 member 3-like [Apis dorsata]
Apis_dorsata	LOC102676712	XP_006609218.1	748	XP_006609218.1 DNA repair and recombination protein RAD54-like [Apis dorsata]
Apis_dorsata	LOC102676713	XP_031371214.1	186	XP_031371214.1 uncharacterized protein LOC102676713 [Apis dorsata]
Apis_dorsata	LOC102676714	XP_006610323.2	647	XP_006610323.2 uncharacterized protein LOC102676714 [Apis dorsata]
Apis_dorsata	LOC102676715	XP_031371358.1	895	XP_031371358.1 DNA repair protein complementing XP-C cells homolog [Apis dorsata]
Apis_dorsata	LOC102676716	XP_006610568.1	299	XP_006610568.1 zinc finger protein 555-like [Apis dorsata]
Apis_dorsata	LOC102676718	XP_031364385.1	972	XP_031364385.1 kazrin [Apis dorsata]
Apis_dorsata	LOC102676720	XP_031364680.1	662	XP_031364680.1 MYCBP-associated protein-like [Apis dorsata]
Apis_dorsata	LOC102676721	XP_006613148.1	357	XP_006613148.1 uncharacterized protein LOC102676721 isoform X1 [Apis dorsata]
Apis_dorsata	LOC102676722	XP_006613418.1	969	XP_006613418.1 WD repeat-containing protein 44 [Apis dorsata]
Apis_dorsata	LOC102676723	XP_031365263.1	2015	XP_031365263.1 agrin-like isoform X1 [Apis dorsata]
Apis_dorsata	LOC102676724	XP_006613829.1	463	XP_006613829.1 cyclin-A2 [Apis dorsata]
Apis_dorsata	LOC102676726	XP_006614815.1	199	XP_006614815.1 barH-like 2 homeobox protein [Apis dorsata]
Apis_dorsata	LOC102676727	XP_006614896.1	1006	XP_006614896.1 trifunctional purine biosynthetic protein adenosine-3 [Apis dorsata]
Apis_dorsata	LOC102676728	XP_006614986.1	1052	XP_006614986.1 uncharacterized protein LOC102676728 isoform X1 [Apis dorsata]
Apis_dorsata	LOC102676729	XP_006615331.1	946	XP_006615331.1 cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1 [Apis dorsata]
Apis_dorsata	LOC102676732	XP_006617694.1	757	XP_006617694.1 uncharacterized protein LOC102676732 [Apis dorsata]
Apis_dorsata	LOC102676733	XP_006617867.1	93	XP_006617867.1 helix-loop-helix protein 1-like [Apis dorsata]
Apis_dorsata	LOC102676734	XP_006618319.1	399	XP_006618319.1 soluble calcium-activated nucleotidase 1 [Apis dorsata]
Apis_dorsata	LOC102676735	XP_031367702.1	235	XP_031367702.1 uncharacterized protein LOC102676735 [Apis dorsata]
Apis_dorsata	LOC102676736	XP_006618670.1	269	XP_006618670.1 uncharacterized protein LOC102676736 isoform X1 [Apis dorsata]
Apis_dorsata	LOC102676737	XP_006618929.1	283	XP_006618929.1 ras suppressor protein 1 [Apis dorsata]
Apis_dorsata	LOC102676738	XP_006619011.1	454	XP_006619011.1 facilitated trehalose transporter Tret1-like [Apis dorsata]
Apis_dorsata	LOC102676739	XP_006620254.1	65	XP_006620254.1 putative SERF-like protein [Apis dorsata]
Apis_dorsata	LOC102676740	XP_006620342.1	319	XP_006620342.1 aldo-keto reductase family 1 member B1-like isoform X1 [Apis dorsata]
Apis_dorsata	LOC102676741	XP_006620512.1	209	XP_006620512.1 39S ribosomal protein L22, mitochondrial [Apis dorsata]
Apis_dorsata	LOC102676742	XP_006620955.1	316	XP_006620955.1 graves disease carrier protein homolog [Apis dorsata]
Apis_dorsata	LOC102676743	XP_031369159.1	716	XP_031369159.1 uncharacterized protein LOC102676743 [Apis dorsata]
Apis_dorsata	LOC102676744	XP_006621589.1	120	XP_006621589.1 replication protein A 14 kDa subunit-like [Apis dorsata]
Apis_dorsata	LOC102676745	XP_006622146.1	107	XP_006622146.1 diuretic hormone class 2 [Apis dorsata]
Apis_dorsata	LOC102676746	XP_031369429.1	232	XP_031369429.1 peroxisomal membrane protein 11B [Apis dorsata]
Apis_dorsata	LOC102676747	XP_006622603.1	300	XP_006622603.1 40-kDa huntingtin-associated protein-like [Apis dorsata]
Apis_dorsata	LOC102676748	XP_006622690.1	743	XP_006622690.1 elongation factor G, mitochondrial [Apis dorsata]
Apis_dorsata	LOC102676749	XP_006623428.1	191	XP_006623428.1 uncharacterized protein LOC102676749 isoform X1 [Apis dorsata]
Apis_dorsata	LOC102676750	XP_006623609.1	2551	XP_006623609.1 ectopic P granules protein 5 homolog isoform X1 [Apis dorsata]
Apis_dorsata	LOC102676751	XP_006623964.1	545	XP_006623964.1 mitogen-activated protein kinase kinase kinase 7-like isoform X1 [Apis dorsata]
Apis_dorsata	LOC102676752	XP_006624877.1	205	XP_006624877.1 solute carrier family 66 member 3 [Apis dorsata]
Apis_dorsata	LOC102676753	XP_031370615.1	326	XP_031370615.1 putative phosphatidate phosphatase isoform X1 [Apis dorsata]
Apis_dorsata	LOC102676754	XP_006625221.1	144	XP_006625221.1 protein unc-50 homolog [Apis dorsata]
Apis_dorsata	LOC102676755	XP_031366684.1	142	XP_031366684.1 N-acylneuraminate-9-phosphatase [Apis dorsata]
Apis_dorsata	LOC102676756	XP_006608330.2	456	XP_006608330.2 uncharacterized protein LOC102676756 isoform X1 [Apis dorsata]
Apis_dorsata	LOC102676758	XP_006608604.1	273	XP_006608604.1 GTP-binding protein Di-Ras2 [Apis dorsata]
Apis_dorsata	LOC102676759	XP_006608694.1	115	XP_006608694.1 eukaryotic translation initiation factor 4E-binding protein 1 [Apis dorsata]
Apis_dorsata	LOC102676760	XP_031369989.1	2648	XP_031369989.1 protein unc-13 homolog B isoform X1 [Apis dorsata]
Apis_dorsata	LOC102676761	XP_006609394.1	270	XP_006609394.1 uncharacterized protein LOC102676761 [Apis dorsata]
Apis_dorsata	LOC102676765	XP_006609960.1	478	XP_006609960.1 interferon regulatory factor 2-binding protein-like B [Apis dorsata]
Apis_dorsata	LOC102676766	XP_031363854.1	803	XP_031363854.1 LOW QUALITY PROTEIN: uncharacterized protein LOC102676766 [Apis dorsata]
Apis_dorsata	LOC102676767	XP_031364296.1	355	XP_031364296.1 LOW QUALITY PROTEIN: optomotor-blind protein-like [Apis dorsata]
Apis_dorsata	LOC102676768	XP_031364465.1	666	XP_031364465.1 protein CBFA2T3-like [Apis dorsata]
Apis_dorsata	LOC102676769	XP_006612078.1	414	XP_006612078.1 KICSTOR complex protein kaptin-like [Apis dorsata]
Apis_dorsata	LOC102676770	XP_006612431.1	149	XP_006612431.1 microsomal glutathione S-transferase 1-like [Apis dorsata]
Apis_dorsata	LOC102676771	XP_031364875.1	781	XP_031364875.1 protein enabled [Apis dorsata]
Apis_dorsata	LOC102676772	XP_006612971.1	108	XP_006612971.1 cytochrome c [Apis dorsata]
Apis_dorsata	LOC102676774	XP_031365442.1	1242	XP_031365442.1 LOW QUALITY PROTEIN: toll-like receptor Tollo [Apis dorsata]
Apis_dorsata	LOC102676775	XP_006614234.1	352	XP_006614234.1 heparan sulfate glucosamine 3-O-sulfotransferase 5 [Apis dorsata]
Apis_dorsata	LOC102676776	XP_006614659.2	899	XP_006614659.2 unconventional myosin-Ie-like [Apis dorsata]
Apis_dorsata	LOC102676777	XP_006615164.2	1717	XP_006615164.2 golgin subfamily A member 4-like [Apis dorsata]
Apis_dorsata	LOC102676778	XP_006615699.1	393	XP_006615699.1 protein roadkill-like isoform X1 [Apis dorsata]
Apis_dorsata	LOC102676779	XP_006615882.1	258	XP_006615882.1 MOB kinase activator-like 2 isoform X1 [Apis dorsata]
Apis_dorsata	LOC102676780	XP_006615969.1	193	XP_006615969.1 uncharacterized protein LOC102676780 [Apis dorsata]
Apis_dorsata	LOC102676783	XP_006617181.1	1764	XP_006617181.1 eukaryotic translation initiation factor 4 gamma 3-like [Apis dorsata]
Apis_dorsata	LOC102676784	XP_031367350.1	180	XP_031367350.1 LOW QUALITY PROTEIN: protein PXR1-like [Apis dorsata]
Apis_dorsata	LOC102676785	XP_031367531.1	827	XP_031367531.1 nephrin-like isoform X1 [Apis dorsata]
Apis_dorsata	LOC102676788	XP_031368122.1	852	XP_031368122.1 leucine-rich repeat and coiled-coil domain-containing protein PF07_0014-like [Apis dorsata]
Apis_dorsata	LOC102676789	XP_006620083.1	703	XP_006620083.1 armadillo repeat-containing protein gudu [Apis dorsata]
Apis_dorsata	LOC102676791	XP_006621042.1	289	XP_006621042.1 elongation of very long chain fatty acids protein 6-like [Apis dorsata]
Apis_dorsata	LOC102676792	XP_006621296.1	219	XP_006621296.1 acyl-protein thioesterase 1 [Apis dorsata]
Apis_dorsata	LOC102676793	XP_031369201.1	572	XP_031369201.1 LOW QUALITY PROTEIN: FERM, ARHGEF and pleckstrin domain-containing protein 2-like [Apis dorsata]
Apis_dorsata	LOC102676795	XP_031369481.1	561	XP_031369481.1 bicaudal D-related protein homolog [Apis dorsata]
Apis_dorsata	LOC102676796	XP_006622881.1	162	XP_006622881.1 S-phase kinase-associated protein 1 [Apis dorsata]
Apis_dorsata	LOC102676797	XP_031369906.1	497	XP_031369906.1 transcription factor collier isoform X1 [Apis dorsata]
Apis_dorsata	LOC102676798	XP_006623512.1	394	XP_006623512.1 protein Wnt-10b-like isoform X1 [Apis dorsata]
Apis_dorsata	LOC102676799	XP_031370042.1	1429	XP_031370042.1 trafficking protein particle complex subunit 8 isoform X1 [Apis dorsata]
Apis_dorsata	LOC102676800	XP_031370218.1	484	XP_031370218.1 RNA-binding protein NOB1 [Apis dorsata]
Apis_dorsata	LOC102676801	XP_031370300.1	458	XP_031370300.1 CCR4-NOT transcription complex subunit 2 [Apis dorsata]
Apis_dorsata	LOC102676802	XP_006624427.1	283	XP_006624427.1 protein NipSnap [Apis dorsata]
Apis_dorsata	LOC102676803	XP_006624699.1	550	XP_006624699.1 uncharacterized protein LOC102676803 isoform X1 [Apis dorsata]
Apis_dorsata	LOC102676804	XP_031370673.1	268	XP_031370673.1 S-adenosylmethionine decarboxylase proenzyme [Apis dorsata]
Apis_dorsata	LOC102676805	XP_006625139.1	239	XP_006625139.1 protein lethal(2)essential for life-like [Apis dorsata]
Apis_dorsata	LOC102676806	XP_006607889.1	615	XP_006607889.1 glypican-6 isoform X1 [Apis dorsata]
Apis_dorsata	LOC102676807	XP_006608949.2	336	XP_006608949.2 acyl-CoA Delta(11) desaturase-like [Apis dorsata]
Apis_dorsata	LOC102676808	XP_006609123.1	637	XP_006609123.1 protein scarlet isoform X1 [Apis dorsata]
Apis_dorsata	LOC102676809	XP_006609463.1	613	XP_006609463.1 SH3 domain-containing protein C23A1.17 [Apis dorsata]
Apis_dorsata	LOC102676810	XP_006609632.1	633	XP_006609632.1 uncharacterized protein LOC102676810 [Apis dorsata]
Apis_dorsata	LOC102676811	XP_006610489.1	268	XP_006610489.1 malectin-A [Apis dorsata]
Apis_dorsata	LOC102676812	XP_006610922.1	3164	XP_006610922.1 LOW QUALITY PROTEIN: sodium leak channel non-selective protein [Apis dorsata]
Apis_dorsata	LOC102676814	XP_006611811.1	744	XP_006611811.1 ATP-binding cassette sub-family G member 4 [Apis dorsata]
Apis_dorsata	LOC102676816	XP_031365513.1	578	XP_031365513.1 muscleblind-like protein 2, partial [Apis dorsata]
Apis_dorsata	LOC102676817	XP_006614310.1	1638	XP_006614310.1 chromatin-remodeling ATPase INO80 [Apis dorsata]
Apis_dorsata	LOC102676818	XP_006614500.1	935	XP_006614500.1 uncharacterized protein LOC102676818 isoform X1 [Apis dorsata]
Apis_dorsata	LOC102676819	XP_006614742.1	587	XP_006614742.1 tensin-1-like isoform X1 [Apis dorsata]
Apis_dorsata	LOC102676820	XP_031366121.1	1897	XP_031366121.1 serine/threonine-protein kinase MRCK alpha isoform X3 [Apis dorsata]
Apis_dorsata	LOC102676821	XP_031366349.1	151	XP_031366349.1 chymotrypsin-1-like [Apis dorsata]
Apis_dorsata	LOC102676822	XP_031366498.1	1321	XP_031366498.1 putative uncharacterized protein DDB_G0282133 isoform X1 [Apis dorsata]
Apis_dorsata	LOC102676823	XP_006616153.1	186	XP_006616153.1 thioredoxin reductase-like selenoprotein T homolog CG3887 [Apis dorsata]
Apis_dorsata	LOC102676824	XP_006616235.2	473	XP_006616235.2 chloride channel CLIC-like protein 1 isoform X1 [Apis dorsata]
Apis_dorsata	LOC102676826	XP_031366882.1	1394	XP_031366882.1 protein sprint isoform X1 [Apis dorsata]
Apis_dorsata	LOC102676828	XP_006617344.1	326	XP_006617344.1 protein YIF1B [Apis dorsata]
Apis_dorsata	LOC102676830	XP_006618231.1	283	XP_006618231.1 tetraspanin-7-like [Apis dorsata]
Apis_dorsata	LOC102676832	XP_006619721.1	358	XP_006619721.1 CCAAT/enhancer-binding protein [Apis dorsata]
Apis_dorsata	LOC102676833	XP_006620701.1	587	XP_006620701.1 probable ATP-dependent RNA helicase DDX55 homolog [Apis dorsata]
Apis_dorsata	LOC102676834	XP_006620789.1	370	XP_006620789.1 hsp90 co-chaperone Cdc37 [Apis dorsata]
