orthogroup	AL_reads	AD_reads	AL_per_million_input_R1	AD_per_million_input_R1	raw_ratio	median_normalized_ratio	panels	descriptions
OG0006083	37	28	18.5	14.0	1.3214285714285714	1.0767195767195767		XP_016769720.1 phosphatidate cytidylyltransferase, mitochondrial [Apis mellifera]; XP_020720793.1 phosphatidate cytidylyltransferase, mitochondrial [Bombus terrestris]; XP_031368585.1 phosphatidate cytidylyltransferase, mitochondrial [Apis dorsata]; XP_043787342.1 phosphatidate cytidylyltransferase, mitochondrial [Apis laboriosa]; XP_061936265.1 phosphatidate cytidylyltransferase, mitochondrial [Apis cerana]; XP_086772559.1 phosphatidate cytidylyltransferase, mitochondrial [Apis florea]
OG0006084	40	22	20.0	11.0	1.8181818181818181	1.4814814814814814		XP_003692903.1 mitochondrial GTPase 1 [Apis florea]; XP_006612373.1 mitochondrial GTPase 1 [Apis dorsata]; XP_012173912.1 mitochondrial GTPase 1 isoform X1 [Bombus terrestris]; XP_016769957.1 mitochondrial GTPase 1 [Apis mellifera]; XP_043791409.1 mitochondrial GTPase 1 [Apis laboriosa]; XP_061936695.1 mitochondrial GTPase 1 [Apis cerana]
OG0006085	638	399	319.0	199.5	1.5989974937343359	1.3028868467464958		XP_003398396.1 cytochrome b-c1 complex subunit 7 [Bombus terrestris]; XP_003693808.1 cytochrome b-c1 complex subunit 7 [Apis florea]; XP_006612496.1 cytochrome b-c1 complex subunit 7-like [Apis dorsata]; XP_043791034.1 cytochrome b-c1 complex subunit 7-like [Apis laboriosa]; XP_061936860.1 cytochrome b-c1 complex subunit 7 [Apis cerana]; XP_624147.2 cytochrome b-c1 complex subunit 7 [Apis mellifera]
OG0006086	15	4	7.5	2.0	3.75	3.0555555555555554		XP_003398225.1 UPF0449 protein C19orf25 [Bombus terrestris]; XP_003691637.2 uncharacterized protein LOC100863207 [Apis florea]; XP_006613877.1 uncharacterized protein LOC102672799 [Apis dorsata]; XP_026298963.1 uncharacterized protein LOC107965045 [Apis mellifera]; XP_043784077.1 uncharacterized protein LOC122710350 [Apis laboriosa]; XP_061937014.1 uncharacterized protein LOC133666859 [Apis cerana]
OG0006087	23	0	11.5	0.0				XP_003398831.1 E3 ubiquitin-protein ligase MARCHF2 [Bombus terrestris]; XP_003698185.1 E3 ubiquitin-protein ligase MARCHF3 [Apis florea]; XP_006572100.1 E3 ubiquitin-protein ligase MARCH3 [Apis mellifera]; XP_006623393.1 E3 ubiquitin-protein ligase MARCH3-like [Apis dorsata]; XP_043790067.1 E3 ubiquitin-protein ligase MARCHF3-like [Apis laboriosa]; XP_061937082.1 E3 ubiquitin-protein ligase MARCHF3 [Apis cerana]
OG0006088	13	6	6.5	3.0	2.1666666666666665	1.765432098765432		XP_003399197.2 probable RNA-binding protein CG14230 [Bombus terrestris]; XP_026299689.1 probable RNA-binding protein CG14230, partial [Apis mellifera]; XP_031370375.1 putative uncharacterized protein DDB_G0274405 [Apis dorsata]; XP_043790158.1 putative uncharacterized protein DDB_G0274405 [Apis laboriosa]; XP_061937500.1 nucleolar protein 8 [Apis cerana]; XP_086768569.1 uncharacterized protein LOC147656954 [Apis florea]
OG0006089	68	51	34.0	25.5	1.3333333333333333	1.0864197530864197		XP_006572233.1 coiled-coil domain-containing protein 28A isoform X1 [Apis mellifera]; XP_006625226.2 coiled-coil domain-containing protein 28A isoform X1 [Apis dorsata]; XP_043790073.1 coiled-coil domain-containing protein 28A isoform X1 [Apis laboriosa]; XP_048265973.1 coiled-coil domain-containing protein 28A isoform X1 [Bombus terrestris]; XP_061937579.1 uncharacterized protein LOC133666943 isoform X1 [Apis cerana]; XP_086768499.1 uncharacterized protein LOC100866591 isoform X1 [Apis florea]
OG0006090	7	20	3.5	10.0	0.35	0.28518518518518515		XP_003398945.1 transmembrane protein 177 [Bombus terrestris]; XP_012339914.3 transmembrane protein 177 [Apis florea]; XP_026299817.1 transmembrane protein 177 [Apis mellifera]; XP_031366044.1 transmembrane protein 177 [Apis dorsata]; XP_043798734.1 transmembrane protein 177 [Apis laboriosa]; XP_061937815.1 transmembrane protein 177 [Apis cerana]
OG0006091	7	13	3.5	6.5	0.5384615384615384	0.4387464387464387		XP_012172652.2 uncharacterized protein LOC100647792 [Bombus terrestris]; XP_016770987.1 uncharacterized protein LOC100577202 [Apis mellifera]; XP_031367883.1 uncharacterized protein LOC102676151 [Apis dorsata]; XP_043793932.1 uncharacterized protein LOC122715653 isoform X1 [Apis laboriosa]; XP_061938726.1 uncharacterized protein LOC133667051 [Apis cerana]; XP_086767836.1 LOW QUALITY PROTEIN: uncharacterized protein LOC100870236 [Apis florea]
OG0006092	43	63	21.5	31.5	0.6825396825396826	0.5561434450323339		XP_003249112.3 uncharacterized protein LOC100578600 [Apis mellifera]; XP_003396615.1 uncharacterized protein LOC100651566 isoform X1 [Bombus terrestris]; XP_003690793.2 uncharacterized protein LOC100867835 isoform X1 [Apis florea]; XP_006620222.1 uncharacterized protein LOC102672895 [Apis dorsata]; XP_043795605.1 uncharacterized protein LOC122716511 [Apis laboriosa]; XP_061939029.1 uncharacterized protein LOC133667068 isoform X1 [Apis cerana]
OG0006093	4	0	2.0	0.0				XP_016771065.2 TOX high mobility group box family member 3-like isoform X1 [Apis mellifera]; XP_020722581.1 signal transducer and activator of transcription C-like [Bombus terrestris]; XP_031370456.1 putative uncharacterized protein DDB_G0271606, partial [Apis dorsata]; XP_043793925.1 myb-like protein Q [Apis laboriosa]; XP_061939269.1 putative mediator of RNA polymerase II transcription subunit 12 isoform X1 [Apis cerana]; XP_086767803.1 uncharacterized protein LOC105735665 [Apis florea]
OG0006094	15	18	7.5	9.0	0.8333333333333334	0.6790123456790124		XP_006610894.1 uncharacterized protein LOC102673445 [Apis dorsata]; XP_012170350.1 uncharacterized protein LOC100642896 isoform X1 [Bombus terrestris]; XP_026300231.1 uncharacterized protein LOC724407 [Apis mellifera]; XP_043789395.1 uncharacterized protein LOC122713194 [Apis laboriosa]; XP_061939303.1 uncharacterized protein LOC133667101 isoform X1 [Apis cerana]; XP_086765493.1 uncharacterized protein LOC116413872 [Apis florea]
OG0006096	1	0	0.5	0.0				XP_026300926.1 uncharacterized protein LOC113219234 [Apis mellifera]; XP_031370503.1 uncharacterized protein LOC102676578 [Apis dorsata]; XP_031775221.1 uncharacterized protein LOC116415139 [Apis florea]; XP_043795924.1 transcription factor SOX-9-like [Apis laboriosa]; XP_048267941.1 uncharacterized protein LOC105666485 [Bombus terrestris]; XP_061940326.1 uncharacterized protein LOC133667246 [Apis cerana]
OG0006098	9	0	4.5	0.0				XP_003250796.2 uncharacterized protein LOC100578048 [Apis mellifera]; XP_031370507.1 transcriptional regulator ATRX homolog isoform X1 [Apis dorsata]; XP_043795877.1 uncharacterized protein LOC122716651 [Apis laboriosa]; XP_048267804.1 uncharacterized protein LOC100649354 isoform X1 [Bombus terrestris]; XP_061941131.1 transcriptional regulator ATRX homolog [Apis cerana]; XP_086764830.1 uncharacterized protein LOC100869080 [Apis florea]
OG0006099	40	34	20.0	17.0	1.1764705882352942	0.9586056644880174		XP_003401823.1 transmembrane protein 242 [Bombus terrestris]; XP_003698077.1 transmembrane protein 242 [Apis florea]; XP_006624382.1 transmembrane protein 242 [Apis dorsata]; XP_043791924.1 transmembrane protein 242 isoform X1 [Apis laboriosa]; XP_061942131.1 transmembrane protein 242 [Apis cerana]; XP_624616.1 transmembrane protein 242 [Apis mellifera]
OG0006100	2	2	1.0	1.0	1.0	0.8148148148148148		XP_012350785.1 uncharacterized protein LOC105737421 isoform X1 [Apis florea]; XP_026301690.1 uncharacterized protein LOC100577046 [Apis mellifera]; XP_031364280.1 uncharacterized protein LOC102673280 [Apis dorsata]; XP_043786665.1 uncharacterized protein LOC122711721 [Apis laboriosa]; XP_048266665.1 uncharacterized protein LOC100648064 [Bombus terrestris]; XP_061942403.1 uncharacterized protein LOC133667477 isoform X1 [Apis cerana]
OG0006101	67	50	33.5	25.0	1.34	1.0918518518518519		XP_006620533.1 putative uncharacterized protein DDB_G0282133 [Apis dorsata]; XP_012173694.2 putative uncharacterized protein DDB_G0282133 [Bombus terrestris]; XP_012347868.3 uncharacterized protein LOC105736684 isoform X1 [Apis florea]; XP_026301695.1 uncharacterized protein PF11_0213, partial [Apis mellifera]; XP_043786541.1 putative uncharacterized protein DDB_G0282133 [Apis laboriosa]; XP_061942526.1 GATA zinc finger domain-containing protein 14 isoform X1 [Apis cerana]
OG0006102	3	1	1.5	0.5	3.0	2.444444444444444		XP_003402263.1 cyclin-dependent kinases regulatory subunit [Bombus terrestris]; XP_006561389.1 cyclin-dependent kinases regulatory subunit isoform X1 [Apis mellifera]; XP_012347954.1 cyclin-dependent kinases regulatory subunit isoform X1 [Apis florea]; XP_031368699.1 LOW QUALITY PROTEIN: cyclin-dependent kinases regulatory subunit-like [Apis dorsata]; XP_043784585.1 cyclin-dependent kinases regulatory subunit-like isoform X1 [Apis laboriosa]; XP_061942678.1 cyclin-dependent kinases regulatory subunit isoform X1 [Apis cerana]
OG0006104	127	4	63.5	2.0	31.75	25.87037037037037		XP_003396267.1 uncharacterized protein LOC100647618 [Bombus terrestris]; XP_006623826.1 uncharacterized protein LOC102670590 [Apis dorsata]; XP_026302124.1 uncharacterized protein LOC113219418 [Apis mellifera]; XP_043784849.1 uncharacterized protein LOC122710800, partial [Apis laboriosa]; XP_061942984.1 uncharacterized protein LOC133667791 [Apis cerana]; XP_086768788.1 uncharacterized protein LOC105737164 [Apis florea]
OG0006105	8	6	4.0	3.0	1.3333333333333333	1.0864197530864197		XP_001123143.2 nuclear receptor 2C2-associated protein [Apis mellifera]; XP_003695515.3 nuclear receptor 2C2-associated protein [Apis florea]; XP_006616164.1 nuclear receptor 2C2-associated protein [Apis dorsata]; XP_012165025.1 nuclear receptor 2C2-associated protein [Bombus terrestris]; XP_043794326.1 nuclear receptor 2C2-associated protein [Apis laboriosa]; XP_061943027.1 nuclear receptor 2C2-associated protein [Apis cerana]
OG0006106	58	8	29.0	4.0	7.25	5.907407407407407		XP_006571760.3 uncharacterized protein LOC100576425 isoform X1 [Apis mellifera]; XP_012166413.2 uncharacterized protein LOC105665993 [Bombus terrestris]; XP_012344627.3 uncharacterized protein LOC105736033 [Apis florea]; XP_031367698.1 uncharacterized protein LOC102672641 [Apis dorsata]; XP_043794079.1 uncharacterized protein LOC122715728 [Apis laboriosa]; XP_061943106.1 uncharacterized protein LOC133667807 [Apis cerana]
OG0006107	83	169	41.5	84.5	0.4911242603550296	0.4001753232522463		XP_003396868.1 lysophosphatidylcholine acyltransferase isoform X1 [Bombus terrestris]; XP_006568397.1 lysophosphatidylcholine acyltransferase isoform X1 [Apis mellifera]; XP_006616375.1 lysophosphatidylcholine acyltransferase isoform X1 [Apis dorsata]; XP_043795918.1 lysophosphatidylcholine acyltransferase isoform X1 [Apis laboriosa]; XP_061933216.1 lysophosphatidylcholine acyltransferase isoform X1 [Apis cerana]; XP_086766454.1 lysophosphatidylcholine acyltransferase isoform X1 [Apis florea]
OG0006108	111	74	55.5	37.0	1.5	1.222222222222222		XP_003692991.1 capping protein regulator and myosin 1 linker 1 leucine rich repeat protein isoform X1 [Apis florea]; XP_006568381.2 F-actin-uncapping protein LRRC16A isoform X1 [Apis mellifera]; XP_006624979.1 F-actin-uncapping protein LRRC16A isoform X1 [Apis dorsata]; XP_012165740.1 F-actin-uncapping protein LRRC16A isoform X1 [Bombus terrestris]; XP_043795688.1 F-actin-uncapping protein LRRC16A isoform X1 [Apis laboriosa]; XP_061933221.1 capping protein regulator and myosin 1 linker 1 leucine rich repeat protein isoform X1 [Apis cerana]
OG0006109	20	11	10.0	5.5	1.8181818181818181	1.4814814814814814		XP_003393252.1 U6 snRNA-associated Sm-like protein LSm1 [Bombus terrestris]; XP_003695469.1 U6 snRNA-associated Sm-like protein LSm1 [Apis florea]; XP_006571696.1 U6 snRNA-associated Sm-like protein LSm1 [Apis mellifera]; XP_006616113.1 U6 snRNA-associated Sm-like protein LSm1 isoform X1 [Apis dorsata]; XP_016918875.1 U6 snRNA-associated Sm-like protein LSm1 [Apis cerana]; XP_043794311.1 U6 snRNA-associated Sm-like protein LSm1 [Apis laboriosa]
OG0006110	6	4	3.0	2.0	1.5	1.222222222222222		XP_001121255.1 U6 snRNA-associated Sm-like protein LSm3 [Apis mellifera]; XP_003402825.1 U6 snRNA-associated Sm-like protein LSm3 [Bombus terrestris]; XP_006613528.1 U6 snRNA-associated Sm-like protein LSm3 [Apis dorsata]; XP_016918636.1 U6 snRNA-associated Sm-like protein LSm3 [Apis cerana]; XP_043803276.1 U6 snRNA-associated Sm-like protein LSm3 [Apis laboriosa]; XP_086764385.1 U6 snRNA-associated Sm-like protein LSm3 isoform X1 [Apis florea]
OG0006111	20	23	10.0	11.5	0.8695652173913043	0.7085346215780998		XP_003251537.1 U6 snRNA-associated Sm-like protein LSm7 isoform X1 [Apis mellifera]; XP_003399367.1 U6 snRNA-associated Sm-like protein LSm7 isoform X1 [Bombus terrestris]; XP_003693205.1 U6 snRNA-associated Sm-like protein LSm7 [Apis florea]; XP_006621503.1 U6 snRNA-associated Sm-like protein LSm7 isoform X1 [Apis dorsata]; XP_016906924.1 U6 snRNA-associated Sm-like protein LSm7 isoform X1 [Apis cerana]; XP_043798898.1 U6 snRNA-associated Sm-like protein LSm7 isoform X1 [Apis laboriosa]
OG0006112	23	16	11.5	8.0	1.4375	1.1712962962962963		XP_003394996.1 protein LTV1 homolog [Bombus terrestris]; XP_006567174.2 protein LTV1 homolog [Apis mellifera]; XP_006611818.1 protein LTV1 homolog [Apis dorsata]; XP_012342035.2 LTV1 ribosome biogenesis factor [Apis florea]; XP_043802292.1 protein LTV1 homolog [Apis laboriosa]; XP_061930364.1 LTV1 ribosome biogenesis factor isoform X1 [Apis cerana]
OG0006113	426	892	213.0	446.0	0.47757847533632286	0.3891380169407075		XP_012339055.2 linear Ubiquitin E3 ligase [Apis florea]; XP_026299207.1 uncharacterized protein LOC410237 isoform X1 [Apis mellifera]; XP_031366484.1 uncharacterized protein LOC102681458 [Apis dorsata]; XP_043784194.1 E3 ubiquitin-protein ligase lubel isoform X1 [Apis laboriosa]; XP_048265651.1 E3 ubiquitin-protein ligase lubel [Bombus terrestris]; XP_061936936.1 linear Ubiquitin E3 ligase isoform X1 [Apis cerana]
OG0006114	23	35	11.5	17.5	0.6571428571428571	0.5354497354497354		XP_003398019.2 la protein homolog [Bombus terrestris]; XP_006607939.1 la protein homolog [Apis dorsata]; XP_016905868.1 la autoantigen-like [Apis cerana]; XP_043789559.1 la protein homolog [Apis laboriosa]; XP_086774023.1 la autoantigen-like isoform X1 [Apis florea]; XP_395300.3 la protein homolog [Apis mellifera]
OG0006115	56	47	28.0	23.5	1.1914893617021276	0.970843183609141		XP_003399864.1 lachesin isoform X1 [Bombus terrestris]; XP_003695209.1 septate junction protein lachesin [Apis florea]; XP_031366303.1 lachesin isoform X2 [Apis dorsata]; XP_043804221.1 lachesin [Apis laboriosa]; XP_061938946.1 septate junction protein lachesin [Apis cerana]; XP_397471.3 lachesin isoform X1 [Apis mellifera]
OG0006116	531	414	265.5	207.0	1.2826086956521738	1.0450885668276972		XP_003399282.1 lysosome-associated membrane glycoprotein 1 [Bombus terrestris]; XP_006615940.1 lysosome-associated membrane glycoprotein 1 [Apis dorsata]; XP_043788232.1 lysosome-associated membrane glycoprotein 1 [Apis laboriosa]; XP_061929751.1 lysosome-associated membrane glycoprotein 1 [Apis cerana]; XP_086759407.1 lysosome-associated membrane glycoprotein 1 [Apis florea]; XP_623287.2 lysosome-associated membrane glycoprotein 1 [Apis mellifera]
OG0006117	35	32	17.5	16.0	1.09375	0.8912037037037037		XP_001121596.2 ragulator complex protein LAMTOR1 [Apis mellifera]; XP_003394079.1 ragulator complex protein LAMTOR1 [Bombus terrestris]; XP_003691375.1 late endosomal/lysosomal adaptor, MAPK and MTOR activator 1 [Apis florea]; XP_006615726.1 ragulator complex protein LAMTOR1 [Apis dorsata]; XP_016910360.1 late endosomal/lysosomal adaptor, MAPK and MTOR activator 1 [Apis cerana]; XP_043803062.1 ragulator complex protein LAMTOR1 [Apis laboriosa]
OG0006118	16	20	8.0	10.0	0.8	0.6518518518518519		XP_003398815.1 ragulator complex protein LAMTOR2 [Bombus terrestris]; XP_006623091.1 ragulator complex protein LAMTOR2 [Apis dorsata]; XP_026299502.1 ragulator complex protein LAMTOR2 [Apis mellifera]; XP_043790059.1 ragulator complex protein LAMTOR2 [Apis laboriosa]; XP_061937584.1 late endosomal/lysosomal adaptor, MAPK and MTOR activator 2 [Apis cerana]; XP_086768513.1 late endosomal/lysosomal adaptor, MAPK and MTOR activator 2 [Apis florea]
OG0006119	10	11	5.0	5.5	0.9090909090909091	0.7407407407407407		XP_001121654.1 ragulator complex protein LAMTOR3-A [Apis mellifera]; XP_003399845.1 ragulator complex protein LAMTOR3-A [Bombus terrestris]; XP_003695196.1 late endosomal/lysosomal adaptor, MAPK and MTOR activator 3 [Apis florea]; XP_006615707.1 ragulator complex protein LAMTOR3-A [Apis dorsata]; XP_016914120.1 late endosomal/lysosomal adaptor, MAPK and MTOR activator 3 [Apis cerana]; XP_043804105.1 ragulator complex protein LAMTOR3-A [Apis laboriosa]
OG0006120	7	15	3.5	7.5	0.4666666666666667	0.3802469135802469		XP_001119944.1 ragulator complex protein LAMTOR4 homolog isoform X1 [Apis mellifera]; XP_003400780.3 ragulator complex protein LAMTOR4 homolog isoform X1 [Bombus terrestris]; XP_006616746.1 ragulator complex protein LAMTOR4 homolog isoform X1 [Apis dorsata]; XP_012343045.1 late endosomal/lysosomal adaptor, MAPK and MTOR activator 4 [Apis florea]; XP_016916576.1 late endosomal/lysosomal adaptor, MAPK and MTOR activator 4 [Apis cerana]; XP_043785750.1 ragulator complex protein LAMTOR4 homolog isoform X1 [Apis laboriosa]
OG0006121	18	12	9.0	6.0	1.5	1.222222222222222		XP_003249259.2 uncharacterized protein LOC100578725 [Apis mellifera]; XP_003401469.1 uncharacterized protein LOC100651819 [Bombus terrestris]; XP_003696182.1 late endosomal/lysosomal adaptor, MAPK and MTOR activator 5 [Apis florea]; XP_006609075.1 uncharacterized protein LOC102670655 [Apis dorsata]; XP_016916815.1 late endosomal/lysosomal adaptor, MAPK and MTOR activator 5 [Apis cerana]; XP_043790435.1 uncharacterized protein LOC122713760 [Apis laboriosa]
OG0006122	329	73	164.5	36.5	4.506849315068493	3.672247590055809		XP_003396491.1 laminin subunit alpha [Bombus terrestris]; XP_003693732.2 laminin subunit alpha [Apis florea]; XP_006624876.1 laminin subunit alpha [Apis dorsata]; XP_026299731.1 laminin subunit alpha [Apis mellifera]; XP_043801418.1 laminin subunit alpha [Apis laboriosa]; XP_061937431.1 laminin subunit alpha [Apis cerana]
OG0006123	110	31	55.0	15.5	3.5483870967741935	2.891278375149343		XP_006571829.1 laminin subunit beta-1 isoform X1 [Apis mellifera]; XP_006621189.1 laminin subunit beta-1 isoform X1 [Apis dorsata]; XP_012170179.1 laminin subunit beta-1 [Bombus terrestris]; XP_012343918.2 laminin subunit beta-1 isoform X1 [Apis florea]; XP_043797739.1 laminin subunit beta-1 [Apis laboriosa]; XP_061940170.1 laminin subunit beta-1 isoform X1 [Apis cerana]
