sample	read_id	orthogroup	best_reference	score	target_start	target_end	matched_bases	aligned_bases
AL	SRR9034695.693793	OG0001109	AL|XP_043794209.1	300	102	252	150	150
AL	SRR9034695.694249	OG0001109	AL|XP_043794209.1	300	83	233	150	150
AL	SRR9034695.694606	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.694701	OG0001109	AL|XP_043794209.1	300	135	285	150	150
AL	SRR9034695.696287	OG0001109	AL|XP_043794209.1	276	0	138	138	138
AL	SRR9034695.696942	OG0001109	AL|XP_043794209.1	286	0	143	143	143
AL	SRR9034695.698171	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.700133	OG0001109	AL|XP_043794209.1	242	0	121	121	121
AL	SRR9034695.700651	OG0001109	AL|XP_043794209.1	290	104	254	149	150
AL	SRR9034695.701425	OG0001109	AL|XP_043794209.1	300	102	252	150	150
AL	SRR9034695.701639	OG0001109	AL|XP_043794209.1	300	34	184	150	150
AL	SRR9034695.701715	OG0001109	AL|XP_043794209.1	300	132	282	150	150
AL	SRR9034695.701858	OG0001109	AL|XP_043794209.1	300	126	276	150	150
AL	SRR9034695.703023	OG0001109	AL|XP_043794209.1	300	126	276	150	150
AL	SRR9034695.704093	OG0001109	AL|XP_043794209.1	284	0	147	146	147
AL	SRR9034695.704412	OG0001109	AL|XP_043794209.1	278	0	139	139	139
AL	SRR9034695.704625	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.705817	OG0001109	AL|XP_043794209.1	300	102	252	150	150
AL	SRR9034695.706947	OG0001109	AL|XP_043794209.1	246	180	303	123	123
AL	SRR9034695.709261	OG0001109	AL|XP_043794209.1	300	3	153	150	150
AL	SRR9034695.709327	OG0001109	AL|XP_043794209.1	282	0	146	145	146
AL	SRR9034695.710509	OG0001109	AL|XP_043794209.1	238	0	124	123	124
AL	SRR9034695.711209	OG0001109	AL|XP_043794209.1	280	6	156	148	150
AL	SRR9034695.712481	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.714288	OG0001109	AL|XP_043794209.1	300	84	234	150	150
AL	SRR9034695.714313	OG0001109	AL|XP_043794209.1	270	0	145	143	145
AL	SRR9034695.715148	OG0001109	AL|XP_043794209.1	300	104	254	150	150
AL	SRR9034695.715426	OG0001109	AL|XP_043794209.1	240	183	303	120	120
AL	SRR9034695.715427	OG0001109	AL|XP_043794209.1	240	183	303	120	120
AL	SRR9034695.715689	OG0001109	AL|XP_043794209.1	246	180	303	123	123
AL	SRR9034695.716533	OG0001109	AL|XP_043794209.1	244	181	303	122	122
AL	SRR9034695.717246	OG0001109	AL|XP_043794209.1	300	18	168	150	150
AL	SRR9034695.717394	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.718063	OG0001109	AL|XP_043794209.1	268	0	139	138	139
AL	SRR9034695.718638	OG0001109	AL|XP_043794209.1	290	158	303	145	145
AL	SRR9034695.719087	OG0001109	AL|XP_043794209.1	300	94	244	150	150
AL	SRR9034695.719389	OG0001109	AL|XP_043794209.1	300	94	244	150	150
AL	SRR9034695.720006	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.720675	OG0001109	AL|XP_043794209.1	300	131	281	150	150
AL	SRR9034695.721235	OG0001109	AL|XP_043794209.1	300	111	261	150	150
AL	SRR9034695.721379	OG0001109	AL|XP_043794209.1	300	111	261	150	150
AL	SRR9034695.721491	OG0001109	AL|XP_043794209.1	300	126	276	150	150
AL	SRR9034695.724668	OG0001109	AL|XP_043794209.1	300	16	166	150	150
AL	SRR9034695.725210	OG0001109	AL|XP_043794209.1	300	94	244	150	150
AL	SRR9034695.725373	OG0001109	AL|XP_043794209.1	282	0	146	145	146
AL	SRR9034695.725374	OG0001109	AL|XP_043794209.1	300	97	247	150	150
AL	SRR9034695.726832	OG0001109	AL|XP_043794209.1	292	0	146	146	146
AL	SRR9034695.727052	OG0001109	AL|XP_043794209.1	280	34	184	148	150
AL	SRR9034695.728246	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.729296	OG0001109	AL|XP_043794209.1	300	6	156	150	150
AL	SRR9034695.730292	OG0001109	AL|XP_043794209.1	300	114	264	150	150
AL	SRR9034695.730838	OG0001109	AL|XP_043794209.1	300	117	267	150	150
AL	SRR9034695.732935	OG0001109	AL|XP_043794209.1	300	142	292	150	150
AL	SRR9034695.733353	OG0001109	AL|XP_043794209.1	300	30	180	150	150
AL	SRR9034695.733550	OG0001109	AL|XP_043794209.1	250	92	242	145	150
AL	SRR9034695.735027	OG0001109	AL|XP_043794209.1	300	137	287	150	150
AL	SRR9034695.736398	OG0001109	AL|XP_043794209.1	290	92	242	149	150
AL	SRR9034695.737741	OG0001109	AL|XP_043794209.1	244	181	303	122	122
AL	SRR9034695.737897	OG0001109	AL|XP_043794209.1	300	142	292	150	150
AL	SRR9034695.738691	OG0001109	AL|XP_043794209.1	300	94	244	150	150
AL	SRR9034695.738692	OG0001109	AL|XP_043794209.1	300	94	244	150	150
AL	SRR9034695.739597	OG0001109	AL|XP_043794209.1	300	48	198	150	150
AL	SRR9034695.739808	OG0001109	AL|XP_043794209.1	272	167	303	136	136
AL	SRR9034695.739941	OG0001109	AL|XP_043794209.1	250	178	303	125	125
AL	SRR9034695.740808	OG0001109	AL|XP_043794209.1	300	89	239	150	150
AL	SRR9034695.740921	OG0001109	AL|XP_043794209.1	248	179	303	124	124
AL	SRR9034695.740988	OG0001109	AL|XP_043794209.1	300	94	244	150	150
AL	SRR9034695.741145	OG0001109	AL|XP_043794209.1	300	45	195	150	150
AL	SRR9034695.741507	OG0001109	AL|XP_043794209.1	300	150	300	150	150
AL	SRR9034695.742973	OG0001109	AL|XP_043794209.1	266	170	303	133	133
AL	SRR9034695.743321	OG0001109	AL|XP_043794209.1	300	142	292	150	150
AL	SRR9034695.744101	OG0001109	AL|XP_043794209.1	300	2	152	150	150
AL	SRR9034695.745773	OG0001109	AL|XP_043794209.1	300	2	152	150	150
AL	SRR9034695.747169	OG0001109	AL|XP_043794209.1	300	87	237	150	150
AL	SRR9034695.748133	OG0001109	AL|XP_043794209.1	300	89	239	150	150
AL	SRR9034695.750102	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.751039	OG0001109	AL|XP_043794209.1	300	45	195	150	150
AL	SRR9034695.751231	OG0001109	AL|XP_043794209.1	240	183	303	120	120
AL	SRR9034695.752030	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.752064	OG0001109	AL|XP_043794209.1	240	183	303	120	120
AL	SRR9034695.753477	OG0001109	AL|XP_043794209.1	300	145	295	150	150
AL	SRR9034695.753783	OG0001109	AL|XP_043794209.1	276	165	303	138	138
AL	SRR9034695.754350	OG0001109	AL|XP_043794209.1	300	111	261	150	150
AL	SRR9034695.754598	OG0001109	AL|XP_043794209.1	300	7	157	150	150
AL	SRR9034695.754791	OG0001109	AL|XP_043794209.1	300	111	261	150	150
AL	SRR9034695.755111	OG0001109	AL|XP_043794209.1	300	112	262	150	150
AL	SRR9034695.755484	OG0001109	AL|XP_043794209.1	300	91	241	150	150
AL	SRR9034695.755504	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.755715	OG0001109	AL|XP_043794209.1	300	87	237	150	150
AL	SRR9034695.756058	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.756490	OG0001109	AL|XP_043794209.1	240	183	303	120	120
AL	SRR9034695.758707	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.759954	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.761521	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.761707	OG0001109	AL|XP_043794209.1	294	0	147	147	147
AL	SRR9034695.762156	OG0001109	AL|XP_043794209.1	294	0	147	147	147
AL	SRR9034695.762260	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.763604	OG0001109	AL|XP_043794209.1	294	0	147	147	147
AL	SRR9034695.763639	OG0001109	AL|XP_043794209.1	276	0	138	138	138
AL	SRR9034695.764172	OG0001109	AL|XP_043794209.1	290	2	152	149	150
AL	SRR9034695.764306	OG0001109	AL|XP_043794209.1	300	112	262	150	150
AL	SRR9034695.766556	OG0001109	AL|XP_043794209.1	268	0	139	138	139
AL	SRR9034695.766648	OG0001109	AL|XP_043794209.1	266	170	303	133	133
AL	SRR9034695.766924	OG0001109	AL|XP_043794209.1	266	170	303	133	133
AL	SRR9034695.767119	OG0001109	AL|XP_043794209.1	268	0	139	138	139
AL	SRR9034695.767796	OG0001109	AL|XP_043794209.1	300	6	156	150	150
AL	SRR9034695.768405	OG0001109	AL|XP_043794209.1	288	159	303	144	144
AL	SRR9034695.768510	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.769003	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.770650	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.770717	OG0001109	AL|XP_043794209.1	300	74	224	150	150
AL	SRR9034695.770925	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.772410	OG0001109	AL|XP_043794209.1	300	148	298	150	150
AL	SRR9034695.772566	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.773268	OG0001109	AL|XP_043794209.1	300	116	266	150	150
AL	SRR9034695.773387	OG0001109	AL|XP_043794209.1	300	148	298	150	150
AL	SRR9034695.779960	OG0001109	AL|XP_043794209.1	274	0	142	141	142
AL	SRR9034695.779996	OG0001109	AL|XP_043794209.1	258	0	134	133	134
AL	SRR9034695.783049	OG0001109	AL|XP_043794209.1	300	102	252	150	150
AL	SRR9034695.783608	OG0001109	AL|XP_043794209.1	300	67	217	150	150
AL	SRR9034695.783661	OG0001109	AL|XP_043794209.1	254	0	142	139	142
AL	SRR9034695.783877	OG0001109	AL|XP_043794209.1	300	0	150	150	150
AL	SRR9034695.784534	OG0001109	AL|XP_043794209.1	300	118	268	150	150
AL	SRR9034695.786397	OG0001109	AL|XP_043794209.1	300	121	271	150	150
AL	SRR9034695.788797	OG0001109	AL|XP_043794209.1	300	153	303	150	150
AL	SRR9034695.789056	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.789524	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.790368	OG0001109	AL|XP_043794209.1	300	148	298	150	150
AL	SRR9034695.791104	OG0001109	AL|XP_043794209.1	298	24	174	149	150
AL	SRR9034695.791639	OG0001109	AL|XP_043794209.1	180	122	242	114	120
AL	SRR9034695.792554	OG0001109	AL|XP_043794209.1	300	128	278	150	150
AL	SRR9034695.792572	OG0001109	AL|XP_043794209.1	300	98	248	150	150
AL	SRR9034695.793131	OG0001109	AL|XP_043794209.1	288	0	144	144	144
AL	SRR9034695.793178	OG0001109	AL|XP_043794209.1	290	1	151	149	150
AL	SRR9034695.793852	OG0001109	AL|XP_043794209.1	288	0	144	144	144
AL	SRR9034695.794806	OG0001109	AL|XP_043794209.1	300	110	260	150	150
AL	SRR9034695.795003	OG0001109	AL|XP_043794209.1	278	0	139	139	139
AL	SRR9034695.795406	OG0001109	AL|XP_043794209.1	300	88	238	150	150
AL	SRR9034695.796168	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.797655	OG0001109	AL|XP_043794209.1	300	121	271	150	150
AL	SRR9034695.798251	OG0001109	AL|XP_043794209.1	300	83	233	150	150
AL	SRR9034695.798538	OG0001109	AL|XP_043794209.1	290	93	243	149	150
AL	SRR9034695.798788	OG0001109	AL|XP_043794209.1	270	150	300	147	150
AL	SRR9034695.800692	OG0001109	AL|XP_043794209.1	300	89	239	150	150
AL	SRR9034695.801184	OG0001109	AL|XP_043794209.1	290	91	241	149	150
AL	SRR9034695.801206	OG0001109	AL|XP_043794209.1	258	174	303	129	129
AL	SRR9034695.801959	OG0001109	AL|XP_043794209.1	182	170	303	124	133
AL	SRR9034695.802020	OG0001109	AL|XP_043794209.1	244	181	303	122	122
AL	SRR9034695.802591	OG0001109	AL|XP_043794209.1	244	181	303	122	122
AL	SRR9034695.803476	OG0001109	AL|XP_043794209.1	300	140	290	150	150
AL	SRR9034695.804924	OG0001109	AL|XP_043794209.1	300	103	253	150	150
AL	SRR9034695.804931	OG0001109	AL|XP_043794209.1	230	183	303	119	120
AL	SRR9034695.805057	OG0001109	AL|XP_043794209.1	300	4	154	150	150
AL	SRR9034695.806423	OG0001109	AL|XP_043794209.1	300	110	260	150	150
AL	SRR9034695.806587	OG0001109	AL|XP_043794209.1	300	135	285	150	150
AL	SRR9034695.806604	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.806761	OG0001109	AL|XP_043794209.1	300	39	189	150	150
AL	SRR9034695.808507	OG0001109	AL|XP_043794209.1	254	0	137	135	137
AL	SRR9034695.809436	OG0001109	AL|XP_043794209.1	300	48	198	150	150
AL	SRR9034695.810254	OG0001109	AL|XP_043794209.1	300	128	278	150	150
AL	SRR9034695.810353	OG0001109	AL|XP_043794209.1	240	183	303	120	120
AL	SRR9034695.811416	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.811468	OG0001109	AL|XP_043794209.1	290	4	154	149	150
AL	SRR9034695.813820	OG0001109	AL|XP_043794209.1	300	11	161	150	150
AL	SRR9034695.814246	OG0001109	AL|XP_043794209.1	300	148	298	150	150
AL	SRR9034695.815774	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.817119	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.817837	OG0001109	AL|XP_043794209.1	240	183	303	120	120
AL	SRR9034695.818358	OG0001109	AL|XP_043794209.1	278	0	144	143	144
AL	SRR9034695.818867	OG0001109	AL|XP_043794209.1	288	159	303	144	144
AL	SRR9034695.819814	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.820113	OG0001109	AL|XP_043794209.1	276	165	303	138	138
AL	SRR9034695.820133	OG0001109	AL|XP_043794209.1	300	99	249	150	150
AL	SRR9034695.820366	OG0001109	AL|XP_043794209.1	300	15	165	150	150
AL	SRR9034695.820407	OG0001109	AL|XP_043794209.1	300	126	276	150	150
AL	SRR9034695.820609	OG0001109	AL|XP_043794209.1	300	18	168	150	150
AL	SRR9034695.821085	OG0001109	AL|XP_043794209.1	282	162	303	141	141
AL	SRR9034695.821197	OG0001109	AL|XP_043794209.1	300	76	226	150	150
AL	SRR9034695.823671	OG0001109	AL|XP_043794209.1	300	76	226	150	150
AL	SRR9034695.824128	OG0001109	AL|XP_043794209.1	300	99	249	150	150
AL	SRR9034695.824757	OG0001109	AL|XP_043794209.1	300	89	239	150	150
AL	SRR9034695.825860	OG0001109	AL|XP_043794209.1	300	87	237	150	150
AL	SRR9034695.826671	OG0001109	AL|XP_043794209.1	274	166	303	137	137
AL	SRR9034695.827341	OG0001109	AL|XP_043794209.1	300	4	154	150	150
AL	SRR9034695.827864	OG0001109	AL|XP_043794209.1	300	18	168	150	150
AL	SRR9034695.828231	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.829740	OG0001109	AL|XP_043794209.1	280	102	252	148	150
AL	SRR9034695.830541	OG0001109	AL|XP_043794209.1	290	12	162	149	150
AL	SRR9034695.830716	OG0001109	AL|XP_043794209.1	300	104	254	150	150
AL	SRR9034695.830916	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.831900	OG0001109	AL|XP_043794209.1	300	48	198	150	150
AL	SRR9034695.834792	OG0001109	AL|XP_043794209.1	276	165	303	138	138
AL	SRR9034695.834912	OG0001109	AL|XP_043794209.1	300	2	152	150	150
AL	SRR9034695.835810	OG0001109	AL|XP_043794209.1	288	0	144	144	144
AL	SRR9034695.837128	OG0001109	AL|XP_043794209.1	300	102	252	150	150
AL	SRR9034695.837159	OG0001109	AL|XP_043794209.1	278	155	303	146	148
AL	SRR9034695.839056	OG0001109	AL|XP_043794209.1	282	0	146	145	146
AL	SRR9034695.839201	OG0001109	AL|XP_043794209.1	290	158	303	145	145
AL	SRR9034695.839632	OG0001109	AL|XP_043794209.1	290	4	154	149	150
AL	SRR9034695.839643	OG0001109	AL|XP_043794209.1	288	0	144	144	144
AL	SRR9034695.840242	OG0001109	AL|XP_043794209.1	284	0	142	142	142
AL	SRR9034695.840671	OG0001109	AL|XP_043794209.1	300	34	184	150	150
AL	SRR9034695.841148	OG0001109	AL|XP_043794209.1	290	93	243	149	150
AL	SRR9034695.843433	OG0001109	AL|XP_043794209.1	300	19	169	150	150
AL	SRR9034695.843904	OG0001109	AL|XP_043794209.1	268	0	139	138	139
AL	SRR9034695.843948	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.844130	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.845727	OG0001109	AL|XP_043794209.1	300	55	205	150	150
AL	SRR9034695.846360	OG0001109	AL|XP_043794209.1	300	48	198	150	150
AL	SRR9034695.846771	OG0001109	AL|XP_043794209.1	300	126	276	150	150
AL	SRR9034695.847340	OG0001109	AL|XP_043794209.1	300	117	267	150	150
AL	SRR9034695.848850	OG0001109	AL|XP_043794209.1	300	2	152	150	150
AL	SRR9034695.849306	OG0001109	AL|XP_043794209.1	300	55	205	150	150
AL	SRR9034695.849426	OG0001109	AL|XP_043794209.1	300	60	210	150	150
AL	SRR9034695.849572	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.849826	OG0001109	AL|XP_043794209.1	300	126	276	150	150
AL	SRR9034695.849944	OG0001109	AL|XP_043794209.1	300	60	210	150	150
AL	SRR9034695.850828	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.850967	OG0001109	AL|XP_043794209.1	274	0	137	137	137
AL	SRR9034695.853508	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.854631	OG0001109	AL|XP_043794209.1	300	46	196	150	150
AL	SRR9034695.855262	OG0001109	AL|XP_043794209.1	292	0	146	146	146
AL	SRR9034695.855973	OG0001109	AL|XP_043794209.1	292	0	146	146	146
AL	SRR9034695.856677	OG0001109	AL|XP_043794209.1	300	142	292	150	150
AL	SRR9034695.857316	OG0001109	AL|XP_043794209.1	274	0	137	137	137
AL	SRR9034695.858830	OG0001109	AL|XP_043794209.1	300	132	282	150	150
AL	SRR9034695.858851	OG0001109	AL|XP_043794209.1	262	0	131	131	131
AL	SRR9034695.859863	OG0001109	AL|XP_043794209.1	300	23	173	150	150
AL	SRR9034695.861133	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.861486	OG0001109	AL|XP_043794209.1	274	0	137	137	137
AL	SRR9034695.862883	OG0001109	AL|XP_043794209.1	300	117	267	150	150
AL	SRR9034695.863135	OG0001109	AL|XP_043794209.1	246	2	152	144	150
AL	SRR9034695.864956	OG0001109	AL|XP_043794209.1	300	27	177	150	150
AL	SRR9034695.864982	OG0001109	AL|XP_043794209.1	300	98	248	150	150
AL	SRR9034695.865145	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.865545	OG0001109	AL|XP_043794209.1	290	158	303	145	145
AL	SRR9034695.866829	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.867445	OG0001109	AL|XP_043794209.1	300	65	215	150	150
AL	SRR9034695.868373	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.868787	OG0001109	AL|XP_043794209.1	300	65	215	150	150
AL	SRR9034695.869846	OG0001109	AL|XP_043794209.1	284	1	151	148	150
AL	SRR9034695.871000	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.872110	OG0001109	AL|XP_043794209.1	236	170	303	130	133
AL	SRR9034695.873201	OG0001109	AL|XP_043794209.1	250	178	303	125	125
AL	SRR9034695.874131	OG0001109	AL|XP_043794209.1	290	121	271	149	150
AL	SRR9034695.875513	OG0001109	AL|XP_043794209.1	248	179	303	124	124
AL	SRR9034695.877196	OG0001109	AL|XP_043794209.1	248	179	303	124	124
AL	SRR9034695.878493	OG0001109	AL|XP_043794209.1	290	1	151	149	150
AL	SRR9034695.881540	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.882379	OG0001109	AL|XP_043794209.1	300	111	261	150	150
AL	SRR9034695.882495	OG0001109	AL|XP_043794209.1	300	97	247	150	150
AL	SRR9034695.882592	OG0001109	AL|XP_043794209.1	232	0	126	124	126
AL	SRR9034695.883147	OG0001109	AL|XP_043794209.1	270	0	145	143	145
AL	SRR9034695.884535	OG0001109	AL|XP_043794209.1	300	89	239	150	150
AL	SRR9034695.884637	OG0001109	AL|XP_043794209.1	300	65	215	150	150
AL	SRR9034695.885039	OG0001109	AL|XP_043794209.1	300	18	168	150	150
AL	SRR9034695.885986	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.887508	OG0001109	AL|XP_043794209.1	286	0	143	143	143
AL	SRR9034695.887953	OG0001109	AL|XP_043794209.1	300	84	234	150	150
AL	SRR9034695.888632	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.888804	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.889583	OG0001109	AL|XP_043794209.1	284	0	147	146	147
AL	SRR9034695.890039	OG0001109	AL|XP_043794209.1	264	0	132	132	132
AL	SRR9034695.892052	OG0001109	AL|XP_043794209.1	266	170	303	133	133
AL	SRR9034695.893502	OG0001109	AL|XP_043794209.1	300	64	214	150	150
AL	SRR9034695.893911	OG0001109	AL|XP_043794209.1	300	28	178	150	150
AL	SRR9034695.894910	OG0001109	AL|XP_043794209.1	276	165	303	138	138
AL	SRR9034695.895731	OG0001109	AL|XP_043794209.1	300	34	184	150	150
AL	SRR9034695.896223	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.896900	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.897026	OG0001109	AL|XP_043794209.1	300	111	261	150	150
AL	SRR9034695.897370	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.897497	OG0001109	AL|XP_043794209.1	290	148	298	149	150
AL	SRR9034695.899208	OG0001109	AL|XP_043794209.1	300	4	154	150	150
AL	SRR9034695.899391	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.899425	OG0001109	AL|XP_043794209.1	270	168	303	135	135
AL	SRR9034695.900042	OG0001109	AL|XP_043794209.1	292	157	303	146	146
AL	SRR9034695.900181	OG0001109	AL|XP_043794209.1	274	0	137	137	137
AL	SRR9034695.900280	OG0001109	AL|XP_043794209.1	300	140	290	150	150
AL	SRR9034695.901697	OG0001109	AL|XP_043794209.1	300	28	178	150	150
AL	SRR9034695.901828	OG0001109	AL|XP_043794209.1	300	80	230	150	150
AL	SRR9034695.901979	OG0001109	AL|XP_043794209.1	300	80	230	150	150
AL	SRR9034695.902684	OG0001109	AL|XP_043794209.1	300	2	152	150	150
AL	SRR9034695.903422	OG0001109	AL|XP_043794209.1	282	0	146	145	146
AL	SRR9034695.904132	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.904426	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.905266	OG0001109	AL|XP_043794209.1	300	145	295	150	150
AL	SRR9034695.906053	OG0001109	AL|XP_043794209.1	300	141	291	150	150
AL	SRR9034695.906413	OG0001109	AL|XP_043794209.1	300	121	271	150	150
AL	SRR9034695.907157	OG0001109	AL|XP_043794209.1	300	94	244	150	150
AL	SRR9034695.907445	OG0001109	AL|XP_043794209.1	278	0	139	139	139
AL	SRR9034695.908032	OG0001109	AL|XP_043794209.1	252	0	131	130	131
AL	SRR9034695.909250	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.909600	OG0001109	AL|XP_043794209.1	280	0	150	148	150
AL	SRR9034695.910734	OG0001109	AL|XP_043794209.1	290	158	303	145	145
AL	SRR9034695.910982	OG0001109	AL|XP_043794209.1	296	155	303	148	148
AL	SRR9034695.911570	OG0001109	AL|XP_043794209.1	296	155	303	148	148
AL	SRR9034695.911733	OG0001109	AL|XP_043794209.1	236	101	251	143	150
AL	SRR9034695.912011	OG0001109	AL|XP_043794209.1	300	121	271	150	150
AL	SRR9034695.912476	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.912683	OG0001109	AL|XP_043794209.1	300	115	265	150	150
AL	SRR9034695.912833	OG0001109	AL|XP_043794209.1	300	97	247	150	150
AL	SRR9034695.913732	OG0001109	AL|XP_043794209.1	294	0	147	147	147
AL	SRR9034695.914605	OG0001109	AL|XP_043794209.1	300	116	266	150	150
AL	SRR9034695.914612	OG0001109	AL|XP_043794209.1	300	64	214	150	150
AL	SRR9034695.914737	OG0001109	AL|XP_043794209.1	300	116	266	150	150
AL	SRR9034695.914875	OG0001109	AL|XP_043794209.1	300	116	266	150	150
AL	SRR9034695.914884	OG0001109	AL|XP_043794209.1	300	18	168	150	150
AL	SRR9034695.915030	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.915160	OG0001109	AL|XP_043794209.1	300	111	261	150	150
AL	SRR9034695.915310	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.915400	OG0001109	AL|XP_043794209.1	300	150	300	150	150
AL	SRR9034695.917239	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.917434	OG0001109	AL|XP_043794209.1	300	94	244	150	150
AL	SRR9034695.917538	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.917561	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.918286	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.918919	OG0001109	AL|XP_043794209.1	300	115	265	150	150
AL	SRR9034695.919444	OG0001109	AL|XP_043794209.1	264	171	303	132	132
AL	SRR9034695.922045	OG0001109	AL|XP_043794209.1	300	12	162	150	150
AL	SRR9034695.922972	OG0001109	AL|XP_043794209.1	300	112	262	150	150
