Orthogroup	Apis_cerana	Apis_dorsata	Apis_florea	Apis_laboriosa	Apis_mellifera	Bombus_terrestris
OG0002903	XP_016907047.1	XP_006609380.1	XP_003695844.1	XP_043790666.1	XP_001121482.1	XP_048268273.1
OG0002904	XP_016907049.1	XP_031370805.1	XP_086773726.1	XP_043790622.1	XP_016772174.1	XP_003401370.1
OG0002905	XP_016907053.1	XP_006609418.1	XP_012344912.2	XP_043790685.1	XP_006561056.2	XP_012172542.3
OG0002906	XP_016907073.2	XP_031370825.1	XP_012344877.2	XP_043790710.1	XP_006561050.1	XP_048268326.1
OG0002907	XP_016907075.1	XP_006609376.1	XP_012345424.1	XP_043790621.1	XP_006561060.1	XP_003401587.1
OG0002908	XP_016907112.1	XP_006610133.1	XP_003690288.1	XP_043789825.1	XP_392534.3	XP_012167378.1
OG0002909	XP_016907082.2	XP_006620854.2	XP_012338998.2	XP_043785498.1	XP_006560495.3	XP_003398326.2
OG0002910	XP_016907087.2	XP_031368803.1	XP_012338997.2	XP_043785365.1	XP_016770129.1	XP_012168440.2
OG0002911	XP_061938322.1	XP_006621656.1	XP_031771103.1	XP_043798395.1	XP_016770535.1	XP_048266146.1
OG0002912	XP_061941013.1	XP_006621266.1	XP_086765276.1	XP_043785474.1	XP_026300787.1	XP_048267613.1
OG0002913	XP_016907094.1	XP_006621270.1	XP_086765285.1	XP_043785589.1	XP_003250703.1	XP_012171957.1
OG0002914	XP_016907095.1	XP_006624194.1	XP_012343650.2	XP_043785342.1	XP_006565670.1	XP_012171941.2
OG0002915	XP_028520947.1	XP_006624189.1	XP_086765320.1	XP_043785401.1	XP_394045.4	XP_012171938.1
OG0002916	XP_016907107.1	XP_006621268.1	XP_086765283.1	XP_043786002.1	XP_396730.1	XP_003400960.1
OG0002917	XP_061929850.1	XP_006610294.1	XP_086759345.1	XP_043788198.1	XP_026296268.1	XP_012163653.1
OG0002918	XP_028520954.1	XP_031371308.1	XP_086759354.1	XP_043788277.1	XP_026296264.1	XP_048260784.1
OG0002919	XP_016907128.2	XP_006610295.1	XP_003689658.1	XP_043788281.1	XP_392698.3	XP_003395197.1
OG0002920	XP_016907149.2	XP_006612820.2	XP_012348331.1	XP_043797817.1	XP_006558409.1	XP_012168403.1
OG0002921	XP_061937037.1	XP_031363878.1	XP_031776274.2	XP_043788212.1	XP_026301011.1	XP_020720930.1
OG0002922	XP_061936576.1	XP_006610639.1	XP_003690508.1	XP_043786597.1	XP_001123247.2	XP_003396230.1
OG0002923	XP_061935632.1	XP_006610547.1	XP_086769378.1	XP_043791099.1	XP_026294970.1	XP_020723534.1
OG0002924	XP_061934093.1	XP_006609557.1	XP_086769880.1	XP_043789926.1	XP_001121554.3	XP_020720327.2
OG0002925	XP_061933831.1	XP_006609502.1	XP_086769400.1	XP_043789544.1	XP_026297936.1	XP_003397461.1
OG0002926	XP_061933526.1	XP_006609550.2	XP_003690608.1	XP_043789518.1	XP_001120697.3	XP_003397548.2
OG0002927	XP_016907220.1	XP_006607848.1	XP_012347982.1	XP_043789642.1	XP_006561788.1	XP_012166917.1
OG0002928	XP_016907184.1	XP_006610624.1	XP_003690743.2	XP_043787131.1	XP_016771091.1	XP_020719053.2
OG0002929	XP_016907190.1	XP_006610725.1	XP_003697565.1	XP_043787596.1	XP_016770178.2	XP_048266036.1
OG0002930	XP_061933734.1	XP_006609484.1	XP_012350170.3	XP_043789159.1	XP_026299286.1	XP_012166931.2
OG0002931	XP_016907198.1	XP_006609485.1	XP_086769430.1	XP_043789972.1	XP_396690.2	XP_003397445.1
OG0002932	XP_016907200.1	XP_006609553.1	XP_012350168.2	XP_043790196.1	XP_006561986.1	XP_020720460.1
OG0002933	XP_016907202.1	XP_006609483.1	XP_012350171.2	XP_043789285.1	XP_395573.3	XP_003397443.4
OG0002934	XP_016907204.1	XP_006610532.1	XP_003690681.4	XP_043788591.1	XP_394881.4	XP_003402782.1
OG0002935	XP_016907205.1	XP_006610709.1	XP_086769628.1	XP_043788117.1	XP_006565364.1	XP_003398969.1
OG0002936	XP_028520979.1	XP_006610636.1	XP_086769672.1	XP_043786429.1	XP_006563273.1	XP_012165028.1
OG0002937	XP_016907209.1	XP_006610603.1	XP_003690735.2	XP_043788579.1	XP_393558.1	XP_003396203.1
OG0002938	XP_016907224.1	XP_006614058.1	XP_003690594.1	XP_043790620.1	XP_395482.4	XP_012166968.1
OG0002939	XP_016907230.2	XP_006610707.1	XP_086769632.1	XP_043793838.1	XP_006565363.2	XP_012168934.1
OG0002940	XP_016907235.2	XP_006610515.1	XP_031776310.2	XP_043790680.1	XP_026300808.1	XP_020719055.2
OG0002941	XP_061934219.1	XP_006610422.1	XP_003690833.1	XP_043789431.1	XP_006562581.1	XP_012163167.1
OG0002942	XP_061936829.1	XP_031363948.1	XP_086769297.1	XP_043793143.1	XP_016766892.1	XP_048266571.1
OG0002943	XP_016907251.1	XP_006621532.1	XP_012341325.1	XP_043799214.1	XP_395618.4	XP_003399380.1
OG0002944	XP_061933603.1	XP_006609473.2	XP_086769450.1	XP_043790415.1	XP_026297064.1	XP_003397545.2
OG0002945	XP_061936416.1	XP_031363950.1	XP_003690748.2	XP_043788381.1	XP_001122793.3	XP_020719041.1
OG0002946	XP_016907278.1	XP_006610496.1	XP_003690841.1	XP_043790706.1	XP_001120086.2	XP_012167687.2
OG0002947	XP_016907279.1	XP_006609536.2	XP_031776201.1	XP_043790368.1	XP_006562019.2	XP_012167343.2
OG0002948	XP_016907280.1	XP_031363964.1	XP_086769860.1	XP_043790529.1	XP_625121.3	XP_020719056.1
OG0002949	XP_016907284.1	XP_031363927.1	XP_012350153.1	XP_043793379.1	XP_026298319.1	XP_012174515.1
OG0002950	XP_061938499.1	XP_031363988.1	XP_086769388.1	XP_043791696.1	XP_026297916.1	XP_048262268.1
OG0002951	XP_028521090.1	XP_006614062.1	XP_086769551.1	XP_043790949.1	XP_026298632.1	XP_012167702.2
OG0002952	XP_028521064.1	XP_006610568.1	XP_003690704.1	XP_043791906.1	XP_026302050.1	XP_003402786.1
OG0002953	XP_016907290.3	XP_006609518.1	XP_086769392.1	XP_043789170.1	XP_026298210.1	XP_048265912.1
OG0002954	XP_016907292.1	XP_031370994.1	XP_003690619.3	XP_043789843.1	XP_006561993.1	XP_048264792.1
OG0002955	XP_016907300.1	XP_006609507.1	XP_003690620.1	XP_043790159.1	XP_397474.4	XP_048264743.1
OG0002956	XP_016907302.1	XP_006625215.2	XP_012350238.1	XP_043790391.1	XP_006562000.1	XP_012167086.1
OG0002957	XP_016907308.1	XP_006621529.1	XP_012341331.3	XP_043798705.1	XP_003251533.1	XP_003399379.1
OG0002958	XP_016907306.2	XP_031370980.1	XP_086769406.1	XP_043789631.1	XP_624464.3	XP_003397458.1
OG0002959	XP_061933787.1	XP_006609492.1	XP_086769397.1	XP_043789100.1	XP_026301417.1	XP_003397457.1
OG0002960	XP_016907311.1	XP_006609499.1	XP_086769408.1	XP_043789576.1	XP_003249985.1	XP_012166943.2
OG0002961	XP_016907315.1	XP_006609491.1	XP_003690613.1	XP_043790056.1	XP_624230.1	XP_003397454.1
OG0002962	XP_016907319.1	XP_006621530.1	XP_012341332.1	XP_043799215.1	XP_026299766.1	XP_012169762.2
OG0002963	XP_016907316.1	XP_006609488.1	XP_012350174.3	XP_043790379.1	XP_026301403.1	XP_003397453.4
OG0002964	XP_061933755.1	XP_006609555.2	XP_012350172.2	XP_043789120.1	XP_003249984.2	XP_003397450.2
OG0002965	XP_061941497.1	XP_031365522.1	XP_031776206.2	XP_043791721.1	XP_026294885.1	XP_048264750.1
OG0002966	XP_061937649.1	XP_031369764.1	XP_086769479.1	XP_043799754.1	XP_026299801.1	XP_048263552.1
OG0002967	XP_028520999.2	XP_031369744.1	XP_012347367.2	XP_043799773.1	XP_016773095.1	XP_020719513.1
OG0002968	XP_016907354.1	XP_006610424.1	XP_086769857.1	XP_043790514.1	XP_026301841.1	XP_012163152.3
OG0002969	XP_016907356.2	XP_006621526.1	XP_003693212.2	XP_043798182.1	XP_006570437.2	XP_048266250.1
OG0002970	XP_016907355.1	XP_006610434.1	XP_086769859.1	XP_043790250.1	XP_006562601.1	XP_003394869.1
OG0002971	XP_061941357.1	XP_006614065.1	XP_086769560.1	XP_043787893.1	XP_016768884.2	XP_020720282.1
OG0002972	XP_016907394.1	XP_006610492.1	XP_086769793.1	XP_043792360.1	XP_026301130.1	XP_048264453.1
OG0002973	XP_061935106.1	XP_031363951.1	XP_012350065.2	XP_043792329.1	XP_001119962.3	XP_012167686.2
OG0002974	XP_016907438.1	XP_006607868.1	XP_003690484.2	XP_043789447.1	XP_026298624.1	XP_003397897.1
OG0002975	XP_061938450.1	XP_006621524.1	XP_003693210.2	XP_043798187.1	XP_006570432.1	XP_003399376.2
OG0002976	XP_016907425.2	XP_006609463.1	XP_012349687.2	XP_043789296.1	XP_006561981.1	XP_048264375.1
OG0002977	XP_016907433.1	XP_006610640.1	XP_086769656.1	XP_043788461.1	XP_001119847.1	XP_003396231.1
OG0002978	XP_061936554.1	XP_006610638.1	XP_012350150.1	XP_043786587.1	XP_001123248.2	XP_003396229.1
OG0002979	XP_016907436.2	XP_006610596.1	XP_086769574.1	XP_043791147.1	XP_006563302.1	XP_012164985.1
OG0002980	XP_016907448.2	XP_031363883.1	XP_086769573.1	XP_043792539.1	XP_026295307.1	XP_012164995.2
OG0002981	XP_016907449.2	XP_006610592.2	XP_031776247.2	XP_043792551.1	XP_006563298.1	XP_012164993.2
OG0002982	XP_061936218.1	XP_006610591.1	XP_012349935.2	XP_043792582.1	XP_006563301.1	XP_003396198.1
OG0002983	XP_016907455.1	XP_006610489.1	XP_003690684.1	XP_043788368.1	XP_006563359.1	XP_003397962.1
OG0002984	XP_028521127.2	XP_031363967.1	XP_086769696.1	XP_043791914.1	XP_026301788.1	XP_020719155.1
OG0002985	XP_061936619.1	XP_006610647.1	XP_086769603.1	XP_043792181.1	XP_026301857.1	XP_048262882.1
OG0002986	XP_016907473.2	XP_006610559.1	XP_003690499.2	XP_043786117.1	XP_394225.4	XP_012174436.1
OG0002987	XP_028521153.2	XP_006610740.2	XP_003690498.1	XP_043787267.1	XP_006563318.2	XP_020723532.1
OG0002988	XP_061935712.1	XP_031363886.1	XP_086769374.1	XP_043786129.1	XP_016768032.1	XP_003402767.2
OG0002989	XP_016907486.1	XP_006610711.1	XP_086769490.1	XP_043786467.1	XP_006565374.2	XP_003396723.2
OG0002990	XP_016907495.1	XP_006610720.1	XP_003697583.3	XP_043786513.1	XP_006565382.1	XP_012165810.1
OG0002991	NP_001315405.1	XP_006610580.1	XP_012350048.2	XP_043786773.1	NP_001012431.1	XP_003396228.1
OG0002992	XP_061935559.1	XP_031363998.1	XP_086769513.1	XP_043787750.1	XP_026295660.1	XP_048262862.1
OG0002993	XP_016907511.1	XP_031363854.1	XP_003690509.2	XP_043785855.1	XP_006565039.1	XP_048266065.1
OG0002994	XP_016907549.1	XP_006610159.1	XP_003690452.2	XP_043789796.1	XP_026298621.1	XP_003397827.2
OG0002995	XP_016907519.1	XP_006614072.1	XP_003690819.1	XP_043787398.1	XP_001121709.2	XP_003397987.1
OG0002996	XP_016907527.1	XP_006610459.1	XP_086769821.1	XP_043792492.1	XP_006562841.1	XP_012174466.2
OG0002997	XP_061935065.1	XP_006610485.1	XP_012349997.1	XP_043787226.1	XP_392932.3	XP_020720275.1
OG0002998	XP_016907544.1	XP_006609540.1	XP_086769872.1	XP_043789800.1	XP_624207.3	XP_003394881.1
OG0002999	XP_016907551.1	XP_031371000.1	XP_003690644.4	XP_043791466.1	XP_006562571.1	XP_003394882.1
OG0003000	XP_016907552.1	XP_006610480.1	XP_003690661.1	XP_043787707.1	XP_006562818.1	XP_012174481.1
OG0003001	XP_028521000.1	XP_006610675.1	XP_086769274.1	XP_043788849.1	XP_001122183.1	XP_003399157.1
OG0003002	XP_016907567.2	XP_006610677.1	XP_012350191.2	XP_043787641.1	XP_006565344.1	XP_003398719.2
OG0003003	XP_028521001.1	XP_006610678.1	XP_012350197.1	XP_043790961.1	XP_006565343.1	XP_003398717.1
OG0003004	XP_016907576.2	XP_006610456.1	XP_003690686.1	XP_043790026.1	XP_394227.2	XP_012174462.1
OG0003005	XP_016907582.1	XP_006610608.1	XP_086769706.1	XP_043791707.1	XP_026296941.1	XP_012164999.2
OG0003006	XP_016907588.1	XP_006621388.1	XP_003693259.3	XP_043798774.1	XP_393764.2	XP_012168661.1
OG0003007	XP_016907586.1	XP_006610564.1	XP_003690673.1	XP_043786681.1	XP_624694.1	XP_012174429.1
OG0003008	XP_016907596.1	XP_006610533.1	XP_012350004.1	XP_043786634.1	XP_394880.3	XP_020723542.1
OG0003009	XP_061936375.1	XP_031363892.1	XP_012350121.1	XP_043788024.1	XP_026297250.1	XP_012165009.1
OG0003010	XP_016907607.1	XP_006610689.1	XP_031776143.1	XP_043791048.1	XP_006565358.1	XP_003399130.1
OG0003011	XP_061935376.1	XP_006610535.1	XP_031776189.2	XP_043788423.1	XP_396791.3	XP_003402778.1
OG0003012	XP_061936187.1	XP_006610611.1	XP_086769694.1	XP_043788287.1	XP_016768773.1	XP_003396208.2
OG0003013	XP_016907633.2	XP_006610617.1	XP_086769695.1	XP_043788559.1	XP_001120482.1	XP_003396209.1
OG0003014	XP_016907673.1	XP_006610154.1	XP_003690281.1	XP_043789697.1	NP_001167611.1	XP_003397818.2
OG0003015	XP_016907639.1	XP_006610658.1	XP_003690773.4	XP_043791373.1	XP_625250.4	XP_048266529.1
OG0003016	XP_016907642.1	XP_006610619.1	XP_003690741.3	XP_043786386.1	XP_001120425.1	XP_003396210.1
OG0003017	XP_061935982.1	XP_006610573.1	XP_086769365.1	XP_043786621.1	XP_006563309.1	XP_003402770.2
OG0003018	XP_016907646.1	XP_031370988.1	XP_003690600.1	XP_043789382.1	XP_006561976.1	XP_003398928.2
OG0003019	XP_016907649.1	XP_006610543.1	XP_003690709.4	XP_043785790.1	XP_001121270.1	XP_012174448.1
OG0003020	XP_016907661.1	XP_006609534.1	XP_012350301.1	XP_043789403.1	XP_006562017.1	XP_012167079.1
OG0003021	XP_061934100.1	XP_031370984.1	XP_031776131.2	XP_043789776.1	XP_026302048.1	XP_012167078.1
OG0003022	XP_016907669.1	XP_006609524.1	XP_003690612.3	XP_043789243.1	XP_001121177.2	XP_003397745.1
OG0003023	XP_016907671.2	XP_031370983.1	XP_012350215.2	XP_043790208.1	XP_006562002.1	XP_003397736.1
OG0003024	XP_016907675.2	XP_006610549.1	XP_031776191.1	XP_043791115.1	XP_006563324.2	XP_012174440.2
OG0003025	XP_016907679.1	XP_031370971.1	XP_086769877.1	XP_043789132.1	XP_016772550.2	XP_048260766.1
OG0003026	XP_061938526.1	XP_006621410.1	XP_003693204.2	XP_043798355.1	XP_026299517.1	XP_012168662.2
OG0003027	XP_016907690.1	XP_006610471.1	XP_086769809.1	XP_043790747.1	XP_006562826.1	XP_003402712.1
OG0003028	XP_016907696.3	XP_006621412.2	XP_031771954.2	XP_043798545.1	XP_026299499.1	XP_048266063.1
OG0003029	XP_016907699.1	XP_006609461.1	XP_012349742.2	XP_043790106.1	XP_392161.2	XP_003397479.1
OG0003030	XP_016907701.1	XP_006609460.1	XP_086769463.1	XP_043790403.1	XP_006561977.1	XP_003397487.1
OG0003031	XP_016907702.1	XP_006610680.1	XP_003690769.2	XP_043787346.1	XP_396506.4	XP_003399139.1
OG0003032	XP_016907703.1	XP_006610542.1	XP_012349956.2	XP_043788435.1	XP_624151.1	XP_003402777.1
OG0003033	XP_016907709.1	XP_006610754.1	XP_003695351.1	XP_043790790.1	XP_625245.2	XP_003396724.1
OG0003034	XP_016907715.1	XP_006609487.1	XP_012343458.2	XP_043789299.1	XP_003249988.1	XP_012166936.3
OG0003035	XP_016907717.1	XP_006610727.1	XP_086769625.1	XP_043793799.1	XP_026296149.1	XP_003398981.1
OG0003036	XP_061936549.1	XP_006610633.1	XP_012350149.2	XP_043788241.1	XP_003250243.1	XP_003396226.1
OG0003037	XP_016907726.2	XP_006610536.1	XP_031776184.2	XP_043791445.1	XP_026297772.1	XP_048262521.1
OG0003038	XP_028521118.2	XP_006610444.1	XP_012350244.2	XP_043789045.1	XP_026298751.1	XP_048262610.1
OG0003039	XP_028521189.2	XP_006614402.1	XP_086771723.1	XP_043798253.1	XP_026299646.1	XP_048266446.1
OG0003040	XP_028521172.2	XP_006614416.1	XP_031771144.2	XP_043798217.1	XP_016770254.1	XP_012169816.2
OG0003041	XP_016907775.1	XP_006610147.1	XP_012348546.1	XP_043789687.1	XP_003249944.1	XP_012167390.1
OG0003042	XP_016907752.1	XP_006614379.2	XP_012339344.1	XP_043798713.1	XP_006566544.2	XP_012169645.1
OG0003043	XP_016907753.1	XP_006614377.1	XP_003691785.1	XP_043799076.1	XP_001121442.1	XP_048266468.1
OG0003044	XP_016907755.1	XP_006614375.1	XP_003691786.3	XP_043798718.1	XP_625093.1	XP_003399310.1
OG0003045	XP_028521223.1	XP_031365531.1	XP_031774743.1	XP_043798526.1	XP_006566436.2	XP_020721215.1
OG0003046	XP_016907946.1	XP_006614101.1	XP_003697210.1	XP_043798208.1	XP_026299417.1	XP_048265867.1
OG0003047	XP_016907778.1	XP_006614358.1	XP_012339456.1	XP_043798344.1	XP_006566518.1	XP_003399332.1
OG0003048	XP_061938028.1	XP_006614314.1	XP_003691780.2	XP_043798944.1	XP_001120000.1	XP_003399339.2
OG0003049	XP_061935834.1	XP_031368459.1	XP_012347473.1	XP_043791865.1	XP_026298837.1	XP_012173393.1
OG0003050	XP_061937951.1	XP_031365525.1	XP_031771195.1	XP_043798741.1	XP_006566452.2	XP_012168727.1
OG0003051	XP_016907798.2	XP_006614081.1	XP_086771850.1	XP_043798751.1	XP_006566456.1	XP_003398728.1
OG0003052	XP_061935071.1	XP_006620161.1	XP_086771087.1	XP_043791792.1	XP_016773035.2	XP_003396468.1
OG0003053	XP_016907808.2	XP_006614158.1	XP_086771908.1	XP_043798923.1	XP_001120691.3	XP_012169030.1
OG0003054	XP_016907820.1	XP_006614090.1	XP_003692037.1	XP_043798356.1	XP_393819.4	XP_020720889.1
OG0003055	XP_016907833.1	XP_006614077.1	XP_086771831.1	XP_043798411.1	XP_006566462.1	XP_048266587.1
OG0003056	XP_016907838.2	XP_006614079.1	XP_003691846.3	XP_043799131.1	XP_393821.3	XP_003398731.2
OG0003057	XP_016907839.1	XP_006614409.1	XP_012339319.2	XP_043798229.1	XP_003250860.1	XP_012169616.2
OG0003058	XP_016907846.2	XP_031365632.1	XP_031771088.1	XP_043798234.1	XP_016770625.2	XP_020721308.2
OG0003059	XP_061938035.1	XP_031365629.1	XP_086771768.1	XP_043799105.1	XP_026299719.1	XP_012169678.2
OG0003060	XP_016907886.1	XP_006614297.1	XP_003691895.1	XP_043799149.1	XP_393823.1	XP_003398733.1
OG0003061	XP_016907893.1	XP_006614296.1	XP_012339557.1	XP_043799157.1	XP_006566320.1	XP_003398735.1
OG0003062	XP_016907894.1	XP_006614095.1	XP_086771866.1	XP_043798779.1	XP_016770208.1	XP_003399225.1
OG0003063	XP_016907907.1	XP_031365538.1	XP_003697226.1	XP_043798795.1	XP_393809.4	XP_012168993.2
OG0003064	XP_016907910.2	XP_006614171.2	XP_031774742.2	XP_043798788.1	XP_006566418.1	XP_003399221.2
OG0003065	XP_016907928.1	XP_006614385.1	XP_086771738.1	XP_043798537.1	XP_006566538.1	XP_020721292.1
OG0003066	XP_016907930.1	XP_006614381.1	XP_012339348.1	XP_043798714.1	XP_006566537.1	XP_003399320.1
OG0003067	XP_016907934.1	XP_006614404.1	XP_003691983.1	XP_043798258.1	XP_006566552.1	XP_003399292.1
OG0003068	XP_016907937.2	XP_006614399.1	XP_012339330.1	XP_043799115.1	XP_006566551.2	XP_012169610.2
OG0003069	XP_016907944.1	XP_006614099.1	XP_086771691.1	XP_043798262.1	XP_001122620.2	XP_003399276.1
OG0003070	XP_016907949.1	XP_006614114.1	XP_003693183.1	XP_043798487.1	XP_391907.1	XP_020721208.2
OG0003071	XP_016907957.1	XP_031365545.1	XP_012346836.2	XP_043798455.1	XP_016770454.2	XP_012168966.1
OG0003072	XP_016907964.1	XP_006608787.1	XP_012342248.1	XP_043800737.1	XP_016768039.1	XP_012164619.1
OG0003073	XP_061938066.1	XP_006614397.1	XP_086771720.1	XP_043799111.1	XP_006566549.1	XP_048266443.1
OG0003074	XP_016907966.1	XP_006614418.1	XP_031771047.1	XP_043798577.1	XP_393830.3	XP_012169711.1
OG0003075	XP_016907968.1	XP_006614306.1	XP_003691969.1	XP_043798579.1	XP_393829.3	XP_003399348.1
OG0003076	XP_016907972.1	XP_031365527.1	XP_012346857.1	XP_043798580.1	XP_026299523.1	XP_012169031.3
OG0003077	XP_061937863.1	XP_006614161.1	XP_003697250.1	XP_043799134.1	XP_016770334.2	XP_020721118.1
OG0003078	XP_016907986.1	XP_006614390.1	XP_003691772.2	XP_043798677.1	NP_001161308.1	XP_003399321.2
OG0003079	XP_061937960.1	XP_006614094.1	XP_003691788.1	XP_043798221.1	XP_624823.1	XP_003398722.1
OG0003080	XP_061938046.1	XP_006614394.1	XP_012339332.1	XP_043798571.1	XP_006566531.1	XP_003399323.1
OG0003081	XP_016908003.1	XP_006614130.1	XP_012346879.2	XP_043799203.1	XP_016770777.2	XP_012169013.1
OG0003082	XP_016908008.1	XP_006614132.1	XP_003697240.1	XP_043798298.1	XP_006566408.1	XP_012169011.2
OG0003083	XP_016908012.1	XP_006614122.1	XP_003697229.1	XP_043798801.1	XP_006566414.1	XP_003398895.1
OG0003084	XP_061937975.1	XP_006614309.1	XP_086771829.1	XP_043798615.1	XP_026299743.1	XP_003399347.1
OG0003085	XP_016908017.1	XP_006608786.1	XP_086763504.1	XP_043800744.1	XP_003250408.1	XP_012164907.1
OG0003086	XP_016908016.2	XP_031365579.1	XP_086771913.1	XP_043798787.1	XP_393815.4	XP_012169492.3
OG0003087	XP_016908020.2	XP_006614396.1	XP_012339327.3	XP_043798618.1	XP_016770410.1	XP_012169656.1
OG0003088	XP_016908022.2	XP_006614082.1	XP_003691961.2	XP_043798220.1	XP_001122721.2	XP_003398724.1
OG0003089	XP_016908025.1	XP_006621467.1	XP_003693200.1	XP_043798690.1	XP_026299902.1	XP_003398790.2
OG0003090	XP_016908033.1	XP_006608881.1	XP_003693926.3	XP_043800960.1	XP_016768101.1	XP_048262877.1
OG0003091	XP_016908051.1	XP_031369007.1	XP_012346715.2	XP_043784727.1	XP_006558401.1	XP_003393658.2
OG0003092	XP_016908054.1	XP_031370332.1	XP_086763480.1	XP_043800713.1	XP_026297224.1	XP_012164640.1
OG0003093	XP_016908058.1	XP_006621237.1	XP_003697136.1	XP_043784722.1	XP_026294697.1	XP_003393659.1
OG0003094	XP_016908079.1	XP_006623793.1	XP_003694274.1	XP_043802852.1	XP_003249096.1	XP_003395172.2
OG0003095	XP_016908081.1	XP_006623777.1	XP_003694268.1	XP_043802872.1	XP_396051.1	XP_003395164.1
OG0003096	XP_016908097.1	XP_006623794.1	XP_003694272.2	XP_043802851.1	XP_396145.2	XP_003395169.1
OG0003097	XP_016908139.3	XP_031364726.1	XP_012345116.2	XP_043789475.1	XP_026298628.1	XP_020720208.2
OG0003098	XP_061935081.1	XP_031367473.1	XP_086771156.1	XP_043791688.1	NP_001229505.1	XP_003401624.1
OG0003099	XP_061933481.1	XP_006611354.1	XP_003694470.2	XP_043797645.1	XP_395721.5	XP_048264151.1
OG0003100	XP_061933467.1	XP_006621345.1	XP_012343052.1	XP_043797602.1	XP_001122483.1	XP_020723316.1
OG0003101	XP_016908123.1	XP_006616235.2	XP_086767750.1	XP_043804091.1	XP_016771115.2	XP_012169904.1
OG0003102	XP_016908125.1	XP_006616242.1	XP_012342143.1	XP_043804109.1	XP_623821.1	XP_003399628.1
OG0003103	XP_016908126.2	XP_006616240.1	XP_012342142.1	XP_043804215.1	XP_001120274.3	XP_003399464.1
OG0003104	XP_016908127.1	XP_006616236.1	XP_003693811.1	XP_043804103.1	XP_623985.3	XP_020721731.1
OG0003105	XP_016908130.1	XP_006621584.1	XP_003692028.2	XP_043798958.1	XP_003251557.1	XP_048265760.1
OG0003106	XP_061943161.1	XP_006612878.1	XP_003695566.1	XP_043794190.1	XP_623299.3	XP_003393428.1
OG0003107	XP_061934144.1	XP_006612939.1	XP_031770877.2	XP_043799577.1	XP_026298145.1	XP_012166257.1
OG0003108	XP_016908141.1	XP_006612942.1	XP_003691568.2	XP_043799557.1	XP_003249525.1	XP_048264007.1
OG0003109	XP_016908143.1	XP_006612940.1	XP_003691523.1	XP_043799562.1	XP_001119929.2	XP_012166262.3
OG0003110	XP_016908145.1	XP_006612951.1	XP_012338940.1	XP_043799590.1	XP_006559710.1	XP_012173983.1
OG0003111	XP_061934129.1	XP_006612959.1	XP_012338866.1	XP_043799581.1	XP_395711.5	XP_003402365.1
OG0003112	XP_061934168.1	XP_031366149.1	XP_012338912.2	XP_043799515.1	XP_026297928.1	XP_048264148.1
OG0003113	XP_061934133.1	XP_006612952.1	XP_012338939.2	XP_043799546.1	XP_006559709.1	XP_003402369.1
OG0003114	XP_016908152.2	XP_006615290.1	XP_012338896.2	XP_043799492.1	XP_003250135.2	XP_020719724.2
OG0003115	XP_016908156.1	XP_006615297.1	XP_003691531.1	XP_043799571.1	XP_003250133.2	XP_003397005.1
OG0003116	XP_016908157.1	XP_006612953.1	XP_012338938.3	XP_043799547.1	XP_006559708.2	XP_012173984.2
OG0003117	XP_016908158.2	XP_006612927.1	XP_012338804.3	XP_043799608.1	XP_006559727.1	XP_003397162.4
OG0003118	XP_016908159.1	XP_006618574.1	XP_003691514.2	XP_043799628.1	XP_001120020.1	XP_012166439.2
OG0003119	XP_016908162.1	XP_006615308.1	XP_003691533.1	XP_043799630.1	XP_003249877.1	XP_020719822.1
OG0003120	XP_016908164.1	XP_006615311.1	XP_012338916.2	XP_043799627.1	XP_003249878.1	XP_003397382.1
OG0003121	XP_016908171.1	XP_006612917.1	XP_012338898.1	XP_043799729.1	XP_006562666.1	XP_048264004.1
OG0003122	XP_016908181.1	XP_006618567.1	XP_086773596.1	XP_043799572.1	XP_026297927.1	XP_012166340.3
